index,用户昵称,初评,初评日期,追评,追评日期,追评天数,是否有用,用户id,超级会员,产品,类别,标题,平台,商品链接
1,s***0,(*^__^*)非常满意的一次购物，物有所值，比实体店里实惠多了！,2021-05-12 08:22:25,Null,Null,Null,True,1132506954546,False,面霜,,Cetaphil/丝塔芙舒润保湿补水网红面霜550g敏感肌身体霜全家适用,tmall,https://detail.tmall.com/item.htm?id=613266574857&ns=1&abbucket=6
2,c***4,给宝宝用的，一如既往的好用，用量挺大，小罐的感觉用不了多久，这次直接买大罐了，便宜又好用，推荐宝妈们购买。,2021-05-09 20:12:57,Null,Null,Null,True,1131323516451,False,面霜,,Cetaphil/丝塔芙舒润保湿补水网红面霜550g敏感肌身体霜全家适用,tmall,https://detail.tmall.com/item.htm?id=613266574857&ns=1&abbucket=6
3,苏***子,宝宝湿疹用这个很好，滋润度高好推开,2021-05-13 23:54:01,Null,Null,Null,True,1131847512383,True,面霜,,Cetaphil/丝塔芙舒润保湿补水网红面霜550g敏感肌身体霜全家适用,tmall,https://detail.tmall.com/item.htm?id=613266574857&ns=1&abbucket=6
4,小***3,此用户没有填写评论!,2021-03-12 15:11:18,我用过几次了这个我用起来大人小孩都很实惠,2021-05-12 05:55:31,75,True,1132501658272,False,面霜,,Cetaphil/丝塔芙舒润保湿补水网红面霜550g敏感肌身体霜全家适用,tmall,https://detail.tmall.com/item.htm?id=613266574857&ns=1&abbucket=6
5,l***5,整体评价：很好 比较适合冬天 没有味道 质地比较浓稠 个人觉得A俪B俪的好用一点 有香味 更高级,2021-05-04 15:01:43,Null,Null,Null,True,1131046849615,False,面霜,,Cetaphil/丝塔芙舒润保湿补水网红面霜550g敏感肌身体霜全家适用,tmall,https://detail.tmall.com/item.htm?id=613266574857&ns=1&abbucket=6
6,都***西,很好，非常滋润，用之前腿和胳膊已经起皮了，用了大概半个月左右也不起皮，也不痒了,2021-05-10 17:15:08,Null,Null,Null,True,1131879061613,False,面霜,,Cetaphil/丝塔芙舒润保湿补水网红面霜550g敏感肌身体霜全家适用,tmall,https://detail.tmall.com/item.htm?id=613266574857&ns=1&abbucket=6
7,戴***友,已经用了好多瓶了，真的超级好用，一家人都在用,2021-05-14 21:26:45,Null,Null,Null,True,1132410185866,True,面霜,,Cetaphil/丝塔芙舒润保湿补水网红面霜550g敏感肌身体霜全家适用,tmall,https://detail.tmall.com/item.htm?id=613266574857&ns=1&abbucket=6
8,l***s,非常好，回购了很多次了,2021-05-10 10:26:53,Null,Null,Null,True,1131374012034,True,面霜,,Cetaphil/丝塔芙舒润保湿补水网红面霜550g敏感肌身体霜全家适用,tmall,https://detail.tmall.com/item.htm?id=613266574857&ns=1&abbucket=6
9,小***婷,挺好用的，大桶实惠一点，但是大桶用到最后，膏体会有点干,2021-05-04 20:06:06,Null,Null,Null,True,1131944079600,True,面霜,,Cetaphil/丝塔芙舒润保湿补水网红面霜550g敏感肌身体霜全家适用,tmall,https://detail.tmall.com/item.htm?id=613266574857&ns=1&abbucket=6
10,首***e,好用，不油腻,2021-05-05 18:42:24,Null,Null,Null,True,1130778312905,False,面霜,,Cetaphil/丝塔芙舒润保湿补水网红面霜550g敏感肌身体霜全家适用,tmall,https://detail.tmall.com/item.htm?id=613266574857&ns=1&abbucket=6
11,七***主,有点油，适合干皮肤,2021-05-11 20:01:43,Null,Null,Null,True,1131579040001,True,面霜,,Cetaphil/丝塔芙舒润保湿补水网红面霜550g敏感肌身体霜全家适用,tmall,https://detail.tmall.com/item.htm?id=613266574857&ns=1&abbucket=6
12,孔***呵,很大一罐，很好用,2021-05-05 17:44:30,Null,Null,Null,True,1131661710374,True,面霜,,Cetaphil/丝塔芙舒润保湿补水网红面霜550g敏感肌身体霜全家适用,tmall,https://detail.tmall.com/item.htm?id=613266574857&ns=1&abbucket=6
13,d***光,大白罐一直好评！全家人都用呢！划算,2021-04-29 12:21:58,Null,Null,Null,True,1130000084097,False,面霜,,Cetaphil/丝塔芙舒润保湿补水网红面霜550g敏感肌身体霜全家适用,tmall,https://detail.tmall.com/item.htm?id=613266574857&ns=1&abbucket=6
14,m***鬼,一直回购的。,2021-05-14 00:10:36,Null,Null,Null,True,1132294521773,True,面霜,,Cetaphil/丝塔芙舒润保湿补水网红面霜550g敏感肌身体霜全家适用,tmall,https://detail.tmall.com/item.htm?id=613266574857&ns=1&abbucket=6
15,吴***i,一直回购的,2021-05-14 22:00:39,Null,Null,Null,True,1132413437452,True,面霜,,Cetaphil/丝塔芙舒润保湿补水网红面霜550g敏感肌身体霜全家适用,tmall,https://detail.tmall.com/item.htm?id=613266574857&ns=1&abbucket=6
16,祚***痛,保湿控油效果：保湿，那买第四次了,2021-05-05 22:38:16,Null,Null,Null,True,1131704914086,False,面霜,,Cetaphil/丝塔芙舒润保湿补水网红面霜550g敏感肌身体霜全家适用,tmall,https://detail.tmall.com/item.htm?id=613266574857&ns=1&abbucket=6
17,t***2,用了很多罐,2021-05-10 12:45:09,Null,Null,Null,True,1131838165031,True,面霜,,Cetaphil/丝塔芙舒润保湿补水网红面霜550g敏感肌身体霜全家适用,tmall,https://detail.tmall.com/item.htm?id=613266574857&ns=1&abbucket=6
