index,用户昵称,初评,初评日期,追评,追评日期,追评天数,是否有用,用户id,超级会员,产品,类别,标题,平台,商品链接
1,林***l,很不错，在皮肤状态好时维稳不错，过敏的时候还是要及时就医，护肤品不能当药品用，回购多次了，长期使用是能感觉出效果的，物流很快 整体评价：不错 美白效果：无 保湿控油效果：保湿不错，控油不知道，我是大干皮，油得不行的药膏都能让我吸收了 质地手感：比较清爽，易推开 吸收效果：不错 我的肤质：大干皮，敏感肌,2021-05-04 22:35:16,Null,Null,Null,True,1131958579297,False,精华,化妆品净含量:50ml,玉泽皮肤屏障修护精华乳25/50ml 温和滋润保湿补水乳液,tmall,https://detail.tmall.com/item.htm?id=37256970242&ns=1&abbucket=6
2,飘***人,希望效果和去年买的一样,2020-11-06 18:35:32,我是玉泽多年的老客户了，刚开始是上海华山医院推荐使用的，效果非常好，所以回购了，过了一年价格涨了不少，但是效果好就继续买了。直到去年回购，发现这乳液明显变稀了，挤出来都不是珍珠一样的一个点，而是喷射出来一条线，真是伤心，以后不会回购了。感谢玉泽给我前几年的陪伴，再见,2021-05-05 07:59:04,179,True,1108891354234,True,精华,化妆品净含量:25ml,玉泽皮肤屏障修护精华乳25/50ml 温和滋润保湿补水乳液,tmall,https://detail.tmall.com/item.htm?id=37256970242&ns=1&abbucket=6
3,旧***人,修复消炎维稳没得说！就是牛！肌肤不稳定了用它真的胜过很多大牌！,2021-05-10 00:25:57,Null,Null,Null,True,1132240038665,True,精华,化妆品净含量:25ml,玉泽皮肤屏障修护精华乳25/50ml 温和滋润保湿补水乳液,tmall,https://detail.tmall.com/item.htm?id=37256970242&ns=1&abbucket=6
4,一***檬,精华乳，肌肤维稳一把好手。不是调理乳，就是精华乳。用一段时间明显感觉皮肤稳定不长痘，摸上去也很光滑。以前用太多乱七八糟的东西，现在觉得简单的才是最好的。,2021-05-14 15:27:38,Null,Null,Null,True,1131919296881,True,精华,化妆品净含量:50ml,玉泽皮肤屏障修护精华乳25/50ml 温和滋润保湿补水乳液,tmall,https://detail.tmall.com/item.htm?id=37256970242&ns=1&abbucket=6
5,阿***6,正品是没问题的，可既然送赠品了也不用这么糊弄人吧。干的面膜纸，怎么敷,2021-05-07 21:06:35,Null,Null,Null,True,1131519573407,True,精华,化妆品净含量:25ml,玉泽皮肤屏障修护精华乳25/50ml 温和滋润保湿补水乳液,tmall,https://detail.tmall.com/item.htm?id=37256970242&ns=1&abbucket=6
6,衣***0,"有一说一，学生党，用过露＊清，适＊肤，肌yan，珂run,还有很多杂牌..玉泽的保湿效果是我目前用的所以面霜里面最保湿，爱了!",2021-05-11 22:58:31,Null,Null,Null,True,1132041501176,False,精华,化妆品净含量:25ml,玉泽皮肤屏障修护精华乳25/50ml 温和滋润保湿补水乳液,tmall,https://detail.tmall.com/item.htm?id=37256970242&ns=1&abbucket=6
7,y***3,此用户没有填写评论!,2021-04-02 17:15:47,家里宝宝身上湿疹严重，听别人推荐这款，看到修复皮肤屏障的，也咨询过客服婴儿可以用，于是就买了，脸部本来用的mamakids的面霜，即使身上湿疹严重的情况下，脸部也是干干净净的，换了这款精华涂就不行，脸上里面起红点，于是停用了 这两天我自己皮肤有点轻微过敏，想着家里还有这个屏障修护的精华，拿来涂了一次，立马泛红刺痛，只能去医院，医生诊断急性过敏，在医院敷医用面膜处理了一次皮肤缓解了很多，又开了保湿剂修复，我说家里有玉泽，他说这可以放心用不会过敏的，就不给我另开了，于是回家我又用了一次，立马又泛红发烫！没法用，真后悔当初给我几个月的儿子用这款,2021-05-14 07:57:21,56,True,1133167871164,True,精华,化妆品净含量:50ml,玉泽皮肤屏障修护精华乳25/50ml 温和滋润保湿补水乳液,tmall,https://detail.tmall.com/item.htm?id=37256970242&ns=1&abbucket=6
8,t***8,此用户没有填写评论!,2020-11-27 23:59:22,品质很不错🍆，性价比比较高的的商品🍀，敏感肌，滋润保湿效果不错,2021-05-11 14:53:35,179,True,1131984165392,False,精华,化妆品净含量:50ml,玉泽皮肤屏障修护精华乳25/50ml 温和滋润保湿补水乳液,tmall,https://detail.tmall.com/item.htm?id=37256970242&ns=1&abbucket=6
9,m***g,妈妈说对过敏皮肤有效果，涂了之后痒的感觉缓解了很多，继续囤货。,2021-05-09 11:06:18,Null,Null,Null,True,1131252800240,True,精华,化妆品净含量:50ml,玉泽皮肤屏障修护精华乳25/50ml 温和滋润保湿补水乳液,tmall,https://detail.tmall.com/item.htm?id=37256970242&ns=1&abbucket=6
10,b***6,适用敏感肌，之前皮肤过敏，医院推荐，皮肤好了很多,2021-05-11 08:06:19,Null,Null,Null,True,1131930721441,True,精华,化妆品净含量:50ml,玉泽皮肤屏障修护精华乳25/50ml 温和滋润保湿补水乳液,tmall,https://detail.tmall.com/item.htm?id=37256970242&ns=1&abbucket=6
11,臭***5,第一次买 希望能修复肌肤屏障,2021-05-12 19:52:30,Null,Null,Null,True,1131701008086,True,精华,化妆品净含量:50ml,玉泽皮肤屏障修护精华乳25/50ml 温和滋润保湿补水乳液,tmall,https://detail.tmall.com/item.htm?id=37256970242&ns=1&abbucket=6
12,丹***1,祝福效果特别好，会回购,2021-05-10 08:09:05,Null,Null,Null,True,1131798821431,True,精华,化妆品净含量:50ml,玉泽皮肤屏障修护精华乳25/50ml 温和滋润保湿补水乳液,tmall,https://detail.tmall.com/item.htm?id=37256970242&ns=1&abbucket=6
13,子***穷,老客户了，产品质量一直不错，芒星客服的服务也很好，就是这活动优惠感觉糊弄人一样，两瓶25ml精华乳优惠后比一瓶50ml精华乳原价还贵&hellip;&hellip;,2021-05-05 19:43:13,Null,Null,Null,True,1132089123089,False,精华,化妆品净含量:50ml,玉泽皮肤屏障修护精华乳25/50ml 温和滋润保湿补水乳液,tmall,https://detail.tmall.com/item.htm?id=37256970242&ns=1&abbucket=6
