index,用户昵称,初评,初评日期,追评,追评日期,追评天数,是否有用,用户id,超级会员,产品,类别,标题,平台,商品链接
1,1***g,#赫莲娜女孩#赫莲娜的新品才出来就被种** 迫不及待的试试 用起来非常方便 刻度清晰 4ml一次 用在面上实在是太舒服了 还可以1ml的补涂 用了几天明显感觉脸上紧绷  非常有光泽  用起来非常舒服 赫莲娜家的产品肤感都不用说 太舒服了 30+了 做美美的赫莲娜女孩👧,2021-05-11 09:04:03,Null,Null,Null,True,1131492376348,True,精华,化妆品净含量:50ml,HR赫莲娜至盈抚纹玻色因精华50ml淡化细纹抗初老玻尿酸小针管精华,tmall,https://detail.tmall.com/item.htm?id=640341374829&ns=1&abbucket=6
2,y***9,整体评价：非常好！ 美白效果：需要持续观察 保湿控油效果：good 质地手感：相当出色 赫莲娜yyds.感谢小媛推荐，这款小针管买的超值！赠品也很多！用了三周来评价，真的不错，看看当时的拆箱图吧！日期很好，赠品也贼多！希望活动再来一次,2021-05-14 20:26:24,Null,Null,Null,True,1132855646319,True,精华,化妆品净含量:50ml,HR赫莲娜至盈抚纹玻色因精华50ml淡化细纹抗初老玻尿酸小针管精华,tmall,https://detail.tmall.com/item.htm?id=640341374829&ns=1&abbucket=6
3,l***2,整体评价：很好 美白效果：刚用，还不知道 保湿控油效果：很滋润不油腻 质地手感：很水润的质地 吸收效果：吸收很快， 我的肤质：混合型油皮 我的肤质属于夏天混油，冬天混干，在护肤上真的是老大难问题，小针管精华露很滋润，抹在我脸上不油腻，也不粗棒棒，这点我是真的大爱。期待抗老效果。,2021-05-07 11:30:16,&ldquo;赫莲娜女孩&rdquo;白色的乳状精华，流动性强，香味是比较淡的，上脸感觉特别好吸收，神奇在于不是那种清爽水状的质地也不厚重粘腻，可以说是肤感很棒了。后续配合黑绷带面霜使用，感觉紧致又不失滋润。彻底爱上了这款精华液。期待抗老抗衰得效果 。,2021-05-07 11:41:13,0,True,1131889766291,True,精华,化妆品净含量:50ml,HR赫莲娜至盈抚纹玻色因精华50ml淡化细纹抗初老玻尿酸小针管精华,tmall,https://detail.tmall.com/item.htm?id=640341374829&ns=1&abbucket=6
4,杨***9,美白效果：有美白效果的 整体评价：通过小茂老师的推荐，前几天下手了这个小针管！针对细纹修复非常明显的 推荐给大家哈！ 吸收效果：吸收很快 质地手感：柔滑质地,2021-05-06 15:31:35,Null,Null,Null,True,1132199787752,True,精华,化妆品净含量:50ml,HR赫莲娜至盈抚纹玻色因精华50ml淡化细纹抗初老玻尿酸小针管精华,tmall,https://detail.tmall.com/item.htm?id=640341374829&ns=1&abbucket=6
5,x***0,新品看中了就要买，由原来的30ml升级成50ml，期待效果～,2021-05-04 18:45:44,很好，适合偏干皮～,2021-05-06 10:57:33,12,True,1130636504136,True,精华,化妆品净含量:50ml,HR赫莲娜至盈抚纹玻色因精华50ml淡化细纹抗初老玻尿酸小针管精华,tmall,https://detail.tmall.com/item.htm?id=640341374829&ns=1&abbucket=6
6,l***6,黑白绷带绿宝瓶之后，又被种草的小针管，期待效果！赶上五一活动，赠品多多啊！,2021-05-07 09:16:08,Null,Null,Null,True,1131868934469,True,精华,化妆品净含量:50ml,HR赫莲娜至盈抚纹玻色因精华50ml淡化细纹抗初老玻尿酸小针管精华,tmall,https://detail.tmall.com/item.htm?id=640341374829&ns=1&abbucket=6
7,相***属,整体评价：会回购  美白效果：晚上用的 第二天早上起来真是惊艳到了，我朋友中午来我家就说我白了。 质地手感：好推开，对我来说不稀不稠刚刚好 我的肤质：敏感肌加超级大干皮,2021-05-14 18:13:24,Null,Null,Null,True,1131943840376,True,精华,化妆品净含量:50ml,HR赫莲娜至盈抚纹玻色因精华50ml淡化细纹抗初老玻尿酸小针管精华,tmall,https://detail.tmall.com/item.htm?id=640341374829&ns=1&abbucket=6
8,小***6,美白效果：滋润透亮 质地手感：质地细腻 吸收效果：吸收快，不油腻 我的肤质：混合偏干,2021-05-10 19:16:50,Null,Null,Null,True,1132755891076,True,精华,化妆品净含量:50ml,HR赫莲娜至盈抚纹玻色因精华50ml淡化细纹抗初老玻尿酸小针管精华,tmall,https://detail.tmall.com/item.htm?id=640341374829&ns=1&abbucket=6
9,彼***蔻,此用户没有填写评论!,2021-04-23 19:49:50,很不错,2021-05-09 19:47:35,16,True,1130599911949,True,精华,化妆品净含量:50ml,HR赫莲娜至盈抚纹玻色因精华50ml淡化细纹抗初老玻尿酸小针管精华,tmall,https://detail.tmall.com/item.htm?id=640341374829&ns=1&abbucket=6
10,l***r,第一次使用，期待效果,2021-05-14 11:13:44,Null,Null,Null,True,1133194571100,True,精华,化妆品净含量:50ml,HR赫莲娜至盈抚纹玻色因精华50ml淡化细纹抗初老玻尿酸小针管精华,tmall,https://detail.tmall.com/item.htm?id=640341374829&ns=1&abbucket=6
