index,用户昵称,初评,初评日期,追评,追评日期,追评天数,是否有用,用户id,超级会员,产品,类别,标题,平台,商品链接
1,沐***u,不错呀，第一次买了一小瓶用了一个月毛孔确实减少了，这是第二次买了，这次送了好多东西😘,2021-05-06 15:25:06,Null,Null,Null,True,1132199307221,False,精华,化妆品净含量:30ml,HFP乳糖酸原液 收缩毛孔精华液去黑头果酸刷酸修护毛孔粗大男女,tmall,https://detail.tmall.com/item.htm?id=574402941559&ns=1&abbucket=6
2,带***吧,乳糖酸，真的炒得挺火的，众所周知刷酸真的能使皮肤变好。不晓得是长期化妆的原因还是得怎么滴，卸妆很到位，清洁泥膜在用，收缩毛孔的面膜也在敷，毛孔还是挺大的，听说这个能溶解黑头细腻毛孔，买来试试。,2021-05-09 13:09:41,Null,Null,Null,True,1131267960263,True,精华,化妆品净含量:15ml,HFP乳糖酸原液 收缩毛孔精华液去黑头果酸刷酸修护毛孔粗大男女,tmall,https://detail.tmall.com/item.htm?id=574402941559&ns=1&abbucket=6
3,乌***车,此用户没有填写评论!,2021-04-23 09:01:48,假货，用了这么久了，一点效果都没有。毛孔依然那么大。我好像是买错牌子了，还直接买了两瓶，价格也不便宜，为什么没有效果想不通。还有这个包装，一看就不是大厂家的产品,2021-05-14 23:37:46,36,True,1132421233539,False,精华,化妆品净含量:30ml,HFP乳糖酸原液 收缩毛孔精华液去黑头果酸刷酸修护毛孔粗大男女,tmall,https://detail.tmall.com/item.htm?id=574402941559&ns=1&abbucket=6
4,z***妮,"粉刺的话消了一点点🌀,用了几天感觉脸上很干净⛄,还会回购的☁,博君一肖百香果支持王一博🌁,20天用完一瓶未有效果☁,也非常喜欢王一博⚡,有淡淡的香味🌂,美白效果：毛孔收缩后皮/\肤就提亮了🌁",2021-04-24 16:32:16,Null,Null,Null,True,1130302034655,True,精华,化妆品净含量:15ml,HFP乳糖酸原液 收缩毛孔精华液去黑头果酸刷酸修护毛孔粗大男女,tmall,https://detail.tmall.com/item.htm?id=574402941559&ns=1&abbucket=6
5,t***6,一如既往的好，这已经是第四五瓶了，真的，对于收缩毛孔有效果，尤其是熬夜的时候用，已经用完好多瓶了，中间停了，但是工作忙需要熬夜，皮肤状态有不行了，重新加购，肉眼可见的有效果，效果非常明显。不过，最好别熬夜，真的伤身体 吸收效果：非常好，我每次在水之后用 我的肤质：干性皮肤,2021-05-08 15:06:21,Null,Null,Null,True,1131604033007,False,精华,化妆品净含量:15ml,HFP乳糖酸原液 收缩毛孔精华液去黑头果酸刷酸修护毛孔粗大男女,tmall,https://detail.tmall.com/item.htm?id=574402941559&ns=1&abbucket=6
6,奔***娃,整体评价：非常棒 这次活动超级给力 产品一如既往好 赠品多多 寄了一大箱子来  算下来还是挺划算的 一切都非常满意 天猫精灵很好用哦 个人主推：烟先乳液 虽然只送了小小一瓶 用着特别好 还有乳糖酸一如既往  唯一小遗憾：海报和明信片再也不是王一博了 😭😭😭😭😭我的大摩托,2021-05-04 18:23:28,Null,Null,Null,True,1131524530325,True,精华,化妆品净含量:30ml,HFP乳糖酸原液 收缩毛孔精华液去黑头果酸刷酸修护毛孔粗大男女,tmall,https://detail.tmall.com/item.htm?id=574402941559&ns=1&abbucket=6
7,黄***3,因为王一博才认识了这个牌子的产品，之前买了几瓶寡肽原液给儿子去痘痘，效果真的不错，最近自己有了些毛孔和黑头，所以买一瓶美白的和一瓶乳酸糖原液来试下，收到货后晚上马上涂了，感觉还不错，我过敏性皮肤涂了也没过敏，想要有效果的话可能要用上一段时间吧，会继续购买，继续支持王一博,2021-05-04 00:56:48,Null,Null,Null,True,1131434482766,False,精华,化妆品净含量:15ml,HFP乳糖酸原液 收缩毛孔精华液去黑头果酸刷酸修护毛孔粗大男女,tmall,https://detail.tmall.com/item.htm?id=574402941559&ns=1&abbucket=6
8,小***3,收到货很喜欢，。送的小礼品非常多，防洒爽肤水都爱了😄,2021-05-14 19:23:42,Null,Null,Null,True,1132397781215,False,精华,化妆品净含量:30ml,HFP乳糖酸原液 收缩毛孔精华液去黑头果酸刷酸修护毛孔粗大男女,tmall,https://detail.tmall.com/item.htm?id=574402941559&ns=1&abbucket=6
9,有***求,吸收效果：用两次就能感觉到毛孔干净了，是用过的酸中真的效果最明显的一个。或者说是最适合我的。,2021-05-12 11:38:37,Null,Null,Null,True,1132945443536,False,精华,化妆品净含量:15ml,HFP乳糖酸原液 收缩毛孔精华液去黑头果酸刷酸修护毛孔粗大男女,tmall,https://detail.tmall.com/item.htm?id=574402941559&ns=1&abbucket=6
10,阳***8,摩托姐姐支持王一博！ 东西很好，用了三天，皮肤状态肉眼可见的变好了,2021-05-09 20:43:30,Null,Null,Null,True,1131326736653,True,精华,化妆品净含量:15ml,HFP乳糖酸原液 收缩毛孔精华液去黑头果酸刷酸修护毛孔粗大男女,tmall,https://detail.tmall.com/item.htm?id=574402941559&ns=1&abbucket=6
11,t***1,我觉得涂了会变黑，不过摸起来滑滑的，就是会黑，白天还是不要涂吧,2021-05-14 22:48:00,Null,Null,Null,True,1132417561872,True,精华,化妆品净含量:15ml,HFP乳糖酸原液 收缩毛孔精华液去黑头果酸刷酸修护毛孔粗大男女,tmall,https://detail.tmall.com/item.htm?id=574402941559&ns=1&abbucket=6
12,冰***心,网上刷到了乳糖酸这个东东，说是第三代果酸，结果一查就查到HFP家，正好还是一搏代言的。再说说用的效果吧，我的鼻翼两侧发红，鼻头毛孔粗大，用了10天左右，鼻翼在一个一个冒小的痘痘，但是冒出来后又开始脱皮，发红的现象好转很多。一次性买了两瓶，这一瓶还没用完，接着用吧，感觉应该有效果。,2021-05-11 09:35:27,Null,Null,Null,True,1131940945728,False,精华,化妆品净含量:30ml,HFP乳糖酸原液 收缩毛孔精华液去黑头果酸刷酸修护毛孔粗大男女,tmall,https://detail.tmall.com/item.htm?id=574402941559&ns=1&abbucket=6
13,t***0,确实好用，效果不是一涂就能看出来，我是用了一周左右现在才来评价的，毛孔没之前那么大了，感觉还白了一点，是我用了几款收缩毛孔液中最好的，值得购买,2021-05-03 19:24:11,Null,Null,Null,True,1130519472387,False,精华,化妆品净含量:15ml,HFP乳糖酸原液 收缩毛孔精华液去黑头果酸刷酸修护毛孔粗大男女,tmall,https://detail.tmall.com/item.htm?id=574402941559&ns=1&abbucket=6
14,k***7,百香果来了！支持王一博！ 混合肌，感觉蛮温和的，我是先卸妆油彻底清洁完再涂，还好也没有闷痘。 吸收很快，但没有频繁有，目前刷酸两次感觉鼻头毛孔确实有改善一点。,2021-04-27 19:52:44,Null,Null,Null,True,1130263345793,False,精华,化妆品净含量:15ml,HFP乳糖酸原液 收缩毛孔精华液去黑头果酸刷酸修护毛孔粗大男女,tmall,https://detail.tmall.com/item.htm?id=574402941559&ns=1&abbucket=6
15,小***9,二次购买了，皮肤看得见的肤色细腻，毛孔虽然没可能小的了，缩小毛孔肯定要靠医美的，但是均衡肤色的效果是可以,2021-05-13 11:48:58,Null,Null,Null,True,1131760888673,True,精华,化妆品净含量:60ml,HFP乳糖酸原液 收缩毛孔精华液去黑头果酸刷酸修护毛孔粗大男女,tmall,https://detail.tmall.com/item.htm?id=574402941559&ns=1&abbucket=6
16,魅***燕,百香果支持王一博，正在用，感觉很好用，期待效果,2021-05-03 20:59:39,Null,Null,Null,True,1130970017816,False,精华,化妆品净含量:15ml,HFP乳糖酸原液 收缩毛孔精华液去黑头果酸刷酸修护毛孔粗大男女,tmall,https://detail.tmall.com/item.htm?id=574402941559&ns=1&abbucket=6
17,w***琪,宝贝收到了 看看效果好不好 希望对我的脸有效,2021-05-12 13:13:43,Null,Null,Null,True,1132095629116,False,精华,化妆品净含量:15ml,HFP乳糖酸原液 收缩毛孔精华液去黑头果酸刷酸修护毛孔粗大男女,tmall,https://detail.tmall.com/item.htm?id=574402941559&ns=1&abbucket=6
18,c***6,百香果支持王一博，去黑头确实好用，回购了,2021-05-11 17:32:07,Null,Null,Null,True,1132458530401,False,精华,化妆品净含量:30ml,HFP乳糖酸原液 收缩毛孔精华液去黑头果酸刷酸修护毛孔粗大男女,tmall,https://detail.tmall.com/item.htm?id=574402941559&ns=1&abbucket=6
19,t***2,支持一博baby～王一博yyds  选择他没毛病！！！,2021-05-09 17:32:01,Null,Null,Null,True,1131305968646,False,精华,化妆品净含量:15ml,HFP乳糖酸原液 收缩毛孔精华液去黑头果酸刷酸修护毛孔粗大男女,tmall,https://detail.tmall.com/item.htm?id=574402941559&ns=1&abbucket=6
20,l***9,之前用过，可能没有坚持的缘故，效果感觉不太明显，这次又回购了两瓶，决定坚持用用看，希望有效果！,2021-05-07 19:48:36,Null,Null,Null,True,1132369335527,False,精华,化妆品净含量:30ml,HFP乳糖酸原液 收缩毛孔精华液去黑头果酸刷酸修护毛孔粗大男女,tmall,https://detail.tmall.com/item.htm?id=574402941559&ns=1&abbucket=6
21,9***妖,保湿控油效果：很好，缩小毛孔 吸收效果：很好,2021-05-14 20:01:25,Null,Null,Null,True,1131955000878,False,精华,化妆品净含量:30ml,HFP乳糖酸原液 收缩毛孔精华液去黑头果酸刷酸修护毛孔粗大男女,tmall,https://detail.tmall.com/item.htm?id=574402941559&ns=1&abbucket=6
22,p***1,百香果支持王一博啊(*&acute;╰╯`๓)♬,2021-05-14 17:12:22,Null,Null,Null,True,1131935928001,True,精华,化妆品净含量:30ml,HFP乳糖酸原液 收缩毛孔精华液去黑头果酸刷酸修护毛孔粗大男女,tmall,https://detail.tmall.com/item.htm?id=574402941559&ns=1&abbucket=6
23,d***g,此用户没有填写评论!,2021-04-26 11:33:54,用了半个多月了，一点效果都没有，反而毛孔越来越粗大，不知道那么多好评是哪来的。,2021-05-14 15:12:37,18,True,1130917867143,False,精华,化妆品净含量:15ml,HFP乳糖酸原液 收缩毛孔精华液去黑头果酸刷酸修护毛孔粗大男女,tmall,https://detail.tmall.com/item.htm?id=574402941559&ns=1&abbucket=6
24,t***2,还不错，好用。不刺激皮肤,2021-05-06 23:24:46,Null,Null,Null,True,1131848086973,False,精华,化妆品净含量:15ml,HFP乳糖酸原液 收缩毛孔精华液去黑头果酸刷酸修护毛孔粗大男女,tmall,https://detail.tmall.com/item.htm?id=574402941559&ns=1&abbucket=6
25,加***子,此用户没有填写评论!,2020-11-18 17:28:39,因为王一博hfp买过好多次 原液的话 寡肽 肌肽 乳糖酸都很好用 乳糖酸回购三四瓶了吧 皮肤明显光滑柔软了 很温和 寡肽面膜囤了二十盒  保湿祛痘 很好 最近又入手了清洁泥膜,2021-04-30 21:07:11,178,True,1130182840196,True,精华,化妆品净含量:30ml,HFP乳糖酸原液 收缩毛孔精华液去黑头果酸刷酸修护毛孔粗大男女,tmall,https://detail.tmall.com/item.htm?id=574402941559&ns=1&abbucket=6
26,王***8,因为颖宝看有匪而喜欢上一博，来支持一下，期待效果！,2021-05-04 16:02:52,Null,Null,Null,True,1131055757785,False,精华,化妆品净含量:30ml,HFP乳糖酸原液 收缩毛孔精华液去黑头果酸刷酸修护毛孔粗大男女,tmall,https://detail.tmall.com/item.htm?id=574402941559&ns=1&abbucket=6
