index,用户昵称,初评,初评日期,追评,追评日期,追评天数,是否有用,用户id,超级会员,产品,类别,标题,平台,商品链接
1,当***n,整体评价：用了第一回开始第二天起皮啦，有效果的哦，第二回比第一回稍微刺激一些，继续用，期待后续效果！,2021-05-10 11:11:48,Null,Null,Null,True,1132275578670,False,精华,化妆品净含量:50ml,上水和肌平衡理肌角质更生三酸精华液果酸更新去黑头毛孔粗大堵塞,tmall,https://detail.tmall.com/item.htm?id=596095654634&ns=1&abbucket=6
2,剁***员,感觉挺有用的诶，比其他品牌的果酸面膜温和很多，我前段时间脸上起了很多小疙瘩，用这个精华直接涂全脸差不多三天皮肤就光滑了，如果脸部比较敏感可以涂局部，或者多用一些产品做个打底。,2021-05-06 02:51:04,Null,Null,Null,True,1132124715120,True,精华,化妆品净含量:50ml,上水和肌平衡理肌角质更生三酸精华液果酸更新去黑头毛孔粗大堵塞,tmall,https://detail.tmall.com/item.htm?id=596095654634&ns=1&abbucket=6
3,t***3,绝了绝了！这是什么神仙！！送的祛痘凝胶我把闭口挤爆了以后点涂在闭口上，第二天就扁了，而且这个三酸精华我涂了一次，第二天毛周角化都平了好多，唯一一点，有点猛，不要涂太多，更不要大面积图，可以用两条维A酸再用两天这个三酸精华，效果更好。,2021-05-13 09:59:44,Null,Null,Null,True,1133057255416,False,精华,化妆品净含量:50ml,上水和肌平衡理肌角质更生三酸精华液果酸更新去黑头毛孔粗大堵塞,tmall,https://detail.tmall.com/item.htm?id=596095654634&ns=1&abbucket=6
4,l***e,上脸后会有一些刺痛感，后面会缓和到没感觉～连续用了几天没有不良反应，一些闭口有被清出来～,2021-05-14 14:52:19,Null,Null,Null,True,1131914144268,True,精华,化妆品净含量:50ml,上水和肌平衡理肌角质更生三酸精华液果酸更新去黑头毛孔粗大堵塞,tmall,https://detail.tmall.com/item.htm?id=596095654634&ns=1&abbucket=6
5,w***物,包装完好，细节很到位 质量不错，敏感肌可用 礼物精美，送了小样🤞🏻,2021-05-13 15:58:28,Null,Null,Null,True,1131794864655,False,精华,化妆品净含量:50ml,上水和肌平衡理肌角质更生三酸精华液果酸更新去黑头毛孔粗大堵塞,tmall,https://detail.tmall.com/item.htm?id=596095654634&ns=1&abbucket=6
6,m***6,涂上去非常清凉，敷个5-10分钟完全没有问题，用一段时间后再来返评,2021-05-11 08:30:27,Null,Null,Null,True,1131488088185,False,精华,化妆品净含量:50ml,上水和肌平衡理肌角质更生三酸精华液果酸更新去黑头毛孔粗大堵塞,tmall,https://detail.tmall.com/item.htm?id=596095654634&ns=1&abbucket=6
7,子***r,还挺温和的，按照客服说明使用没有感觉到刺激。,2021-05-09 23:55:17,Null,Null,Null,True,1132650271065,True,精华,化妆品净含量:50ml,上水和肌平衡理肌角质更生三酸精华液果酸更新去黑头毛孔粗大堵塞,tmall,https://detail.tmall.com/item.htm?id=596095654634&ns=1&abbucket=6
8,雪***辉,好用哦，不怎么刺激，用了很清爽，没有很重的味道，个人不喜欢香精酒精味，这个都没有，推荐哦，会回购哒～,2021-05-01 23:13:48,Null,Null,Null,True,1130306988779,False,精华,化妆品净含量:50ml,上水和肌平衡理肌角质更生三酸精华液果酸更新去黑头毛孔粗大堵塞,tmall,https://detail.tmall.com/item.htm?id=596095654634&ns=1&abbucket=6
9,t***3,三酸精华效果还是很猛的，我这个城墙老手一开始也只能一次一泵，但效果很赞，喜欢！,2021-05-12 12:41:23,Null,Null,Null,True,1131644664563,False,精华,化妆品净含量:50ml,上水和肌平衡理肌角质更生三酸精华液果酸更新去黑头毛孔粗大堵塞,tmall,https://detail.tmall.com/item.htm?id=596095654634&ns=1&abbucket=6
10,t***6,okk还可以,2021-05-12 23:06:56,Null,Null,Null,True,1133030627357,False,精华,化妆品净含量:50ml,上水和肌平衡理肌角质更生三酸精华液果酸更新去黑头毛孔粗大堵塞,tmall,https://detail.tmall.com/item.htm?id=596095654634&ns=1&abbucket=6
