index,用户昵称,初评,初评日期,追评,追评日期,追评天数,是否有用,用户id,超级会员,产品,类别,标题,平台,商品链接
1,艾***影,我是混油皮，把精油滴在水里面，和水一起用，真的效果好到爆炸，大家都冲啊，真的事非常棒的产品！,2021-05-05 10:54:02,Null,Null,Null,True,1131996103201,True,精华,化妆品净含量:15ml,LAN兰时光精华油护肤美肤油 强韧修护屏障抵御初老舒缓精华液15ml,tmall,https://detail.tmall.com/item.htm?id=619824410259&ns=1&abbucket=6
2,我***4,首先这个油我是从抖音推荐看到的，然后正好我是干皮就入了，但是收到后不会用，第一天用的顺序和护肤品顺序用反了，然后第二天咨询了一下客服白蜜小姐姐，特别有耐心，而且回答的也特别细致，希望坚持用下去会有意想不到的惊喜,2021-05-09 19:54:56,今天有问题咨询，感谢杜公子的耐心解答，油我也会坚持永用哒，好的话会继续回购,2021-05-09 20:05:40,2,True,1132627627881,False,精华,化妆品净含量:15ml,LAN兰时光精华油护肤美肤油 强韧修护屏障抵御初老舒缓精华液15ml,tmall,https://detail.tmall.com/item.htm?id=619824410259&ns=1&abbucket=6
3,张***d,保湿控油效果：很好，擦粉底不起皮啦， 我的肤质：干皮 吸收效果：不错👍,2021-04-30 14:54:00,真心好用，会一直用下去哦，大家放心购买,2021-04-30 14:55:48,0,True,1131029170065,True,精华,化妆品净含量:15ml,LAN兰时光精华油护肤美肤油 强韧修护屏障抵御初老舒缓精华液15ml,tmall,https://detail.tmall.com/item.htm?id=619824410259&ns=1&abbucket=6
4,邓***5,正品包装很好看就算了，小样包装也这么讲究哦&hellip;&hellip;刚收到货还没用，用一段时间之后再来追评喔，好用会回购哒！,2021-05-10 01:55:13,Null,Null,Null,True,1131347332993,True,精华,化妆品净含量:15ml,LAN兰时光精华油护肤美肤油 强韧修护屏障抵御初老舒缓精华液15ml,tmall,https://detail.tmall.com/item.htm?id=619824410259&ns=1&abbucket=6
5,快***7,包装很好，皮肤敏感长闭口，试用装用了几天，皮肤光滑嫩了很多，混合性偏油皮肤用了挺好不油，淡淡的味道很喜欢,2021-05-12 16:06:34,Null,Null,Null,True,1132119725456,True,精华,化妆品净含量:15ml,LAN兰时光精华油护肤美肤油 强韧修护屏障抵御初老舒缓精华液15ml,tmall,https://detail.tmall.com/item.htm?id=619824410259&ns=1&abbucket=6
6,网***宝,国货崛起的时代，每一次都那么惊喜，很暖心，但是真心希望好用，希望可以解决我油皮变干皮缺水的状况，真正的实现效果，不过国货产品真的很暖心，不管从外包装还是说明上都很用心，尤其这个包装纸太爱摸了，质感很好，精华油，很好吸收，有油也很润，确不粘腻，第一次使用，希望继续回购。,2021-05-14 19:19:19,哇塞哇塞，才知道这个瓶盖圆的是干什么的，按钮，直接开，不用拧，很方便，给多了一下说明书，觉得每一滴精油都是那么珍贵，好爱，给它拍给大片吧😻,2021-05-14 19:54:18,0,True,1132396913725,True,精华,化妆品净含量:15ml,LAN兰时光精华油护肤美肤油 强韧修护屏障抵御初老舒缓精华液15ml,tmall,https://detail.tmall.com/item.htm?id=619824410259&ns=1&abbucket=6
7,柴***萌,混合性皮肤，试用感受也超级棒！一点也不油腻，不闷痘。并且，第二天皮肤软软的，不干燥。之前用的其他油，但是，没有兰的使用感受好用。春夏混合皮肤用也不会觉得油腻，我是那晚敷完面膜涂，第二天，皮肤真好。,2021-04-29 16:51:10,Null,Null,Null,True,1130476053603,False,精华,化妆品净含量:15ml,LAN兰时光精华油护肤美肤油 强韧修护屏障抵御初老舒缓精华液15ml,tmall,https://detail.tmall.com/item.htm?id=619824410259&ns=1&abbucket=6
8,我***7,还可以，不油腻，味道我特别喜欢，手心搓热上脸不油，夏天混油，冬天中性皮肤，现在用也不油，以前抗拒油类产品，现在喜欢了，美白效果暂时没有看出来总之推荐购买吧,2021-05-12 12:51:22,Null,Null,Null,True,1131646240072,False,精华,化妆品净含量:15ml,LAN兰时光精华油护肤美肤油 强韧修护屏障抵御初老舒缓精华液15ml,tmall,https://detail.tmall.com/item.htm?id=619824410259&ns=1&abbucket=6
9,龙***乐,整体评价：这款精油是小红书推荐过来的，味道清香，上脸不油腻，很容易推开，我是干皮，用之后脸上卡粉的状况好很多,2021-05-11 19:06:09,脸上滋润好多，继续回购,2021-05-11 19:15:32,0,True,1132017841981,False,精华,化妆品净含量:15ml,LAN兰时光精华油护肤美肤油 强韧修护屏障抵御初老舒缓精华液15ml,tmall,https://detail.tmall.com/item.htm?id=619824410259&ns=1&abbucket=6
10,t***1,小红书上种草的，我是大干皮，用了这个精华油，没有感觉特油腻，洁面后滴两三滴在掌心，搓热双手捂住脸，用了一周之后，感觉脸没有那么干了，最近几次没有在洁面后用，滴在面霜里用也可以。送的小样出差用很方便,2021-05-09 13:05:25,Null,Null,Null,True,1132161814113,False,精华,化妆品净含量:15ml,LAN兰时光精华油护肤美肤油 强韧修护屏障抵御初老舒缓精华液15ml,tmall,https://detail.tmall.com/item.htm?id=619824410259&ns=1&abbucket=6
