index,用户昵称,初评,初评日期,追评,追评日期,追评天数,是否有用,用户id,超级会员,产品,类别,标题,平台,商品链接
1,皮***团,"店家还送了祛痘凝胶⛄,红肿的痘痘就开始消下去了⛄,会唱的舒服☁,然后涂上面霜⚡,店家态度很好⛄,感觉也可以🌃,直接喷脸感觉都舒服多了🌃,祛痘凝胶用了一两次☁,整体评价.：肤感使用感还不错YYY没有任何干燥起皮不适🌂x很棒呀_~",2021-05-11 15:02:00,Null,Null,Null,True,1132847911843,False,精华,化妆品净含量:120ml,上水和肌2%水杨酸精华液BHA祛痘黑头封闭口疏通毛孔堵塞粉刺控油,tmall,https://detail.tmall.com/item.htm?id=571035774142&ns=1&abbucket=6
2,t***2,很用心，😚凝胶不错，📼我中性皮肤用化妆棉擦拭后脸不干不紧绷，🐤后续涂抹保湿的乳液就可以了。用了一个多星期后感觉皮肤是有变平滑一点的。几颗小痘痘也好的快一些。连续用了三天，🚓黑头明显小了，😹感觉痘印也慢慢在消退🔱。痘痘基本全靠它，🔜🌠吸收超级好🎅,2021-05-12 12:33:38,Null,Null,Null,True,1132540694561,False,精华,化妆品净含量:120ml,上水和肌2%水杨酸精华液BHA祛痘黑头封闭口疏通毛孔堵塞粉刺控油,tmall,https://detail.tmall.com/item.htm?id=571035774142&ns=1&abbucket=6
3,吴***6,超级喜欢，小红书推荐来的，看样子还不错，店家还送了祛痘凝胶，店家好好呀(●&deg;u&deg;●)​&nbsp;」用过后再来追评哦(&acute;-&omega;-`)，大家快来买吧,2021-05-03 18:19:57,Null,Null,Null,True,1130512768814,False,精华,化妆品净含量:120ml,上水和肌2%水杨酸精华液BHA祛痘黑头封闭口疏通毛孔堵塞粉刺控油,tmall,https://detail.tmall.com/item.htm?id=571035774142&ns=1&abbucket=6
4,卡***瓜,HJ吸收超级好很快，💾用了快两周了🆒，🎢赠送的祛痘凝胶竟然是最好用的，✒只能用化妆棉擦拭，🔷所以很勤快地用完了，🎑特别温和，🐸还送了祛痘凝胶🎳，👆🎫痘痘基本全靠它，👖也没有什么特殊的感觉，✳客服态度很好，💜感觉还不错,2021-04-30 15:28:00,Null,Null,Null,True,1130143008099,False,精华,化妆品净含量:120ml,上水和肌2%水杨酸精华液BHA祛痘黑头封闭口疏通毛孔堵塞粉刺控油,tmall,https://detail.tmall.com/item.htm?id=571035774142&ns=1&abbucket=6
5,望***7,此用户没有填写评论!,2021-04-15 09:54:36,快用空瓶了，祛痘痘、痘印效果真心不错，低浓度不刺激，关键还实惠，必须好评,2021-05-13 22:36:54,43,True,1131841760934,False,精华,化妆品净含量:120ml,上水和肌2%水杨酸精华液BHA祛痘黑头封闭口疏通毛孔堵塞粉刺控油,tmall,https://detail.tmall.com/item.htm?id=571035774142&ns=1&abbucket=6
6,ⅰ***ⅰ,"整体评价：很清爽,便宜大碗,湿敷不心疼。水杨酸棉片太猛的话,可以用这个湿敷, 吸收效果：温和不刺激还送了祛痘凝胶客服态度好感觉还不错",2021-05-09 10:14:10,Null,Null,Null,True,1132139018179,False,精华,化妆品净含量:120ml,上水和肌2%水杨酸精华液BHA祛痘黑头封闭口疏通毛孔堵塞粉刺控油,tmall,https://detail.tmall.com/item.htm?id=571035774142&ns=1&abbucket=6
7,夜***歌,此用户没有填写评论!,2021-04-16 09:06:39,感觉好像没什么用   已用一个多月   没爆痘  没起皮  没红肿  毛孔没见小  也没见感觉白   用了一个寂寞啊啊啊！,2021-05-14 22:01:53,43,True,1132865022293,False,精华,化妆品净含量:120ml,上水和肌2%水杨酸精华液BHA祛痘黑头封闭口疏通毛孔堵塞粉刺控油,tmall,https://detail.tmall.com/item.htm?id=571035774142&ns=1&abbucket=6
8,t***9,个人感觉效果很不错👍注意⚠️使用时不要碰到皮肤破损处会辣的效果还是很好的痘痘明显消了很多化妆之后基本看不出来了，可以看看我用苹果11原相机拍摄的图使用前跟使用后的对比效果我属于油性皮肤容易长痘痘闭口毛孔较大,2021-05-08 01:32:28,Null,Null,Null,True,1131093896453,False,精华,化妆品净含量:120ml,上水和肌2%水杨酸精华液BHA祛痘黑头封闭口疏通毛孔堵塞粉刺控油,tmall,https://detail.tmall.com/item.htm?id=571035774142&ns=1&abbucket=6
9,人***家,对油皮来说不油腻，有水杨酸但是很温和，每天用都没觉得刺激，关键是便宜,2021-05-10 09:14:25,Null,Null,Null,True,1131362536403,False,精华,化妆品净含量:120ml,上水和肌2%水杨酸精华液BHA祛痘黑头封闭口疏通毛孔堵塞粉刺控油,tmall,https://detail.tmall.com/item.htm?id=571035774142&ns=1&abbucket=6
10,兰***妖,整体评价：说实话 是用了四五天才来评价的 真的挺好用 这几天洗脸时皮肤明显感觉光滑了好多（因为我有痘痘和好多小闭口）而且早上起来脸上看起来整体没那么红了 那几天老是发炎 脸上红彤彤的，而且痘痘也明显一点点下去了 控油效果也好 我也用了好几罐博乐达水杨酸面膜了 这效果说实话也不亚于博乐达 （当然博乐达也好用的）而且没有博乐达抹上有点不好吸收沾枕巾的缺点  很快就吸收了 店家还赠送了凝胶也是水状的 特别好吸收  用完后 涂后续的保湿乳液也吸收的很好 真的种** 用完还要接着买 我的肤质：混油皮 痘痘肌 质地手感：清爽 吸收快 保湿控油效果：控油效果很好  美白效果：坚持用脱落角质会有变白  吸收效果：非常好吸收,2021-05-13 11:23:52,Null,Null,Null,True,1131757724743,False,精华,化妆品净含量:120ml,上水和肌2%水杨酸精华液BHA祛痘黑头封闭口疏通毛孔堵塞粉刺控油,tmall,https://detail.tmall.com/item.htm?id=571035774142&ns=1&abbucket=6
