index,用户昵称,初评,初评日期,追评,追评日期,追评天数,是否有用,用户id,超级会员,产品,类别,标题,平台,商品链接
1,q***5,因为鼻子上有斑点，所以现在来继续购买使用，很好哦！很喜欢的，有这么多了，去斑没问题了😬,2021-05-10 19:01:14,Null,Null,Null,True,1132754307023,False,精华,化妆品净含量:30ml,【仅限5/18加赠】娇韵诗光芒小瓷瓶美白淡斑面部精华祛斑提亮肤色,tmall,https://detail.tmall.com/item.htm?id=611490486637&ns=1&abbucket=6
2,r***7,此用户没有填写评论!,2021-04-02 20:45:34,实在想不通为什么要用这种滴管设计 太难用了 黄金金萃精华每次都可以用到一滴不剩 这个用到多少都不知道 经常吸不出来 要直接用瓶子倒 而且还非常不省力  精华本身还是不错 易吸收 没有像评价说的那样搓泥 味道也好闻,2021-05-09 22:33:18,52,True,1131781749931,True,精华,化妆品净含量:30ml,【仅限5/18加赠】娇韵诗光芒小瓷瓶美白淡斑面部精华祛斑提亮肤色,tmall,https://detail.tmall.com/item.htm?id=611490486637&ns=1&abbucket=6
3,艾***8,此用户没有填写评论!,2021-01-28 17:42:13,本人沙漠干皮，我白天带妆的时候，基本不敢用，用也是少少的来拍打，不敢搓，搓泥到怀疑人生是真的，晚上用量加大，我去版纳十多天，以前去回来就，显斑 然后整体变黑。但入手这款我发现没有显斑，脸整体也没有以前黑的多，我估计是它的功劳。由于版纳太热我白天用其他家淡斑，晚上用这款，也有可能是同时使用两家淡斑的精华的功劳，至少也还是有一半功劳的。虽然我白天用量少，怕太挫泥，晚上是用很大的量。 一个月用了一瓶超大量的和赠品小样现已空瓶，比起其他家的产品维稳白度，和色斑不会加深，可以回购 以后怀孕不上彩妆，会选择回购，上彩妆真不敢用搓泥啊，看需求了。,2021-05-10 21:10:48,117,True,1132768499501,True,精华,化妆品净含量:50ml,【仅限5/18加赠】娇韵诗光芒小瓷瓶美白淡斑面部精华祛斑提亮肤色,tmall,https://detail.tmall.com/item.htm?id=611490486637&ns=1&abbucket=6
4,h***7,一直用双萃，干性皮肤，主要晚上使用，不油腻。最近种草小瓷瓶，搭配使用很不错，喜欢！,2021-05-09 12:01:41,Null,Null,Null,True,1132153950122,True,精华,化妆品净含量:50ml,【仅限5/18加赠】娇韵诗光芒小瓷瓶美白淡斑面部精华祛斑提亮肤色,tmall,https://detail.tmall.com/item.htm?id=611490486637&ns=1&abbucket=6
5,阿***奇,赠品真的是诚意满满啊，爱你，还有环保种子。表示会回购,2021-05-10 19:41:52,Null,Null,Null,True,1131896117880,False,精华,化妆品净含量:30ml,【仅限5/18加赠】娇韵诗光芒小瓷瓶美白淡斑面部精华祛斑提亮肤色,tmall,https://detail.tmall.com/item.htm?id=611490486637&ns=1&abbucket=6
6,t***8,此用户没有填写评论!,2020-11-26 17:42:34,用了一段时间效果不错，之前怀孕期间长了很多斑，用这款朋友都说斑淡了，会一直选择。挺好的，按照主播的手法每天使用，还不错哦,2021-05-07 15:01:30,176,True,1131920574007,False,精华,化妆品净含量:50ml,【仅限5/18加赠】娇韵诗光芒小瓷瓶美白淡斑面部精华祛斑提亮肤色,tmall,https://detail.tmall.com/item.htm?id=611490486637&ns=1&abbucket=6
7,w***7,收货是满满一大盒，包装得非常精致，送的灯，其实也是一个香薰机，特别惊喜！赠品也多，感觉特别满足啊！这个精华我也用过好多代了，比较温和，我比较喜欢！,2021-04-27 18:56:51,Null,Null,Null,True,1131106459634,True,精华,化妆品净含量:50ml,【仅限5/18加赠】娇韵诗光芒小瓷瓶美白淡斑面部精华祛斑提亮肤色,tmall,https://detail.tmall.com/item.htm?id=611490486637&ns=1&abbucket=6
8,h***k,包装不错，很快就收到了，送了很多小样，很开心～准备一套都用起来！,2021-05-04 10:47:43,Null,Null,Null,True,1130571996074,True,精华,化妆品净含量:30ml,【仅限5/18加赠】娇韵诗光芒小瓷瓶美白淡斑面部精华祛斑提亮肤色,tmall,https://detail.tmall.com/item.htm?id=611490486637&ns=1&abbucket=6
9,沈***菲,超划算，正装以外全是赠品,2021-05-05 21:42:49,Null,Null,Null,True,1131697846420,True,精华,化妆品净含量:50ml,【仅限5/18加赠】娇韵诗光芒小瓷瓶美白淡斑面部精华祛斑提亮肤色,tmall,https://detail.tmall.com/item.htm?id=611490486637&ns=1&abbucket=6
10,e***e,此用户没有填写评论!,2021-04-18 13:07:55,使用感非常好👍，夏天来了，美白冲呀！顺便表白代言人热巴，爱热巴，爱娇韵诗❤️,2021-05-06 16:04:55,33,True,1131345949872,True,精华,化妆品净含量:50ml,【仅限5/18加赠】娇韵诗光芒小瓷瓶美白淡斑面部精华祛斑提亮肤色,tmall,https://detail.tmall.com/item.htm?id=611490486637&ns=1&abbucket=6
