index,用户昵称,初评,初评日期,追评,追评日期,追评天数,是否有用,用户id,超级会员,产品,类别,标题,平台,商品链接
1,s***钱,眼霜很滋润，效果还得用一段时间才知道,2021-04-28 14:25:15,Null,Null,Null,True,1130341189635,True,眼霜,化妆品净含量:15ml,【薇娅推荐】OLAY菁醇熬夜眼部精华露女去浮肿熬夜眼部护理保湿,tmall,https://detail.tmall.com/item.htm?id=632822236278&ns=1&abbucket=6
2,妖***萌,清爽不油腻,2021-04-24 17:57:52,Null,Null,Null,True,1130315106263,True,眼霜,化妆品净含量:15ml,【薇娅推荐】OLAY菁醇熬夜眼部精华露女去浮肿熬夜眼部护理保湿,tmall,https://detail.tmall.com/item.htm?id=632822236278&ns=1&abbucket=6
3,t***5,用之后再来仔细评价,2021-04-23 21:37:52,Null,Null,Null,True,1129766933654,False,眼霜,化妆品净含量:15ml,【薇娅推荐】OLAY菁醇熬夜眼部精华露女去浮肿熬夜眼部护理保湿,tmall,https://detail.tmall.com/item.htm?id=632822236278&ns=1&abbucket=6
4,人***9,眼部精华比较保湿，应该可以，期待用久之后效果,2021-04-04 11:09:24,Null,Null,Null,True,1127283885294,True,眼霜,化妆品净含量:15ml,【薇娅推荐】OLAY菁醇熬夜眼部精华露女去浮肿熬夜眼部护理保湿,tmall,https://detail.tmall.com/item.htm?id=632822236278&ns=1&abbucket=6
5,t***8,消肿的效果挺好，我这种早上易眼泡的人必备了,2021-04-01 07:51:52,Null,Null,Null,True,1127303114090,True,眼霜,化妆品净含量:15ml,【薇娅推荐】OLAY菁醇熬夜眼部精华露女去浮肿熬夜眼部护理保湿,tmall,https://detail.tmall.com/item.htm?id=632822236278&ns=1&abbucket=6
6,m***3,小红书小朱妈妈推荐买的，希望对我的眼袋有很好的效果。赠品丰厚啊,2021-03-14 20:32:04,Null,Null,Null,True,1125031450502,False,眼霜,化妆品净含量:15ml,【薇娅推荐】OLAY菁醇熬夜眼部精华露女去浮肿熬夜眼部护理保湿,tmall,https://detail.tmall.com/item.htm?id=632822236278&ns=1&abbucket=6
7,不***肉,款式很大方，体验感不错，价钱也很合理,2021-03-17 17:59:26,Null,Null,Null,True,1124507352246,True,眼霜,化妆品净含量:15ml,【薇娅推荐】OLAY菁醇熬夜眼部精华露女去浮肿熬夜眼部护理保湿,tmall,https://detail.tmall.com/item.htm?id=632822236278&ns=1&abbucket=6
8,c***8,仅用过小样 还不错,2021-03-16 22:00:03,Null,Null,Null,True,1124401156466,True,眼霜,化妆品净含量:15ml,【薇娅推荐】OLAY菁醇熬夜眼部精华露女去浮肿熬夜眼部护理保湿,tmall,https://detail.tmall.com/item.htm?id=632822236278&ns=1&abbucket=6
9,一***9,老会员了，一直很喜欢,2021-03-06 13:25:14,Null,Null,Null,True,1123342040490,False,眼霜,化妆品净含量:15ml,【薇娅推荐】OLAY菁醇熬夜眼部精华露女去浮肿熬夜眼部护理保湿,tmall,https://detail.tmall.com/item.htm?id=632822236278&ns=1&abbucket=6
10,途***碎,先用了试用装，管用耶,2021-03-23 07:00:10,Null,Null,Null,True,1125204212791,True,眼霜,化妆品净含量:15ml,【薇娅推荐】OLAY菁醇熬夜眼部精华露女去浮肿熬夜眼部护理保湿,tmall,https://detail.tmall.com/item.htm?id=632822236278&ns=1&abbucket=6
11,d***g,成毅直播买的,2021-02-12 17:00:45,Null,Null,Null,True,1121718808530,True,眼霜,化妆品净含量:15ml,【薇娅推荐】OLAY菁醇熬夜眼部精华露女去浮肿熬夜眼部护理保湿,tmall,https://detail.tmall.com/item.htm?id=632822236278&ns=1&abbucket=6
12,t***3,涂上去，有一点点辣辣的感觉，但是挺舒服的，应该是血液流通之后的感觉，希望早点消灭我的黑眼圈,2021-02-11 10:55:10,Null,Null,Null,True,1122825123088,False,眼霜,化妆品净含量:15ml,【薇娅推荐】OLAY菁醇熬夜眼部精华露女去浮肿熬夜眼部护理保湿,tmall,https://detail.tmall.com/item.htm?id=632822236278&ns=1&abbucket=6
13,a***英,听我喜欢的博主夏天推荐的，但愿好用，肿泡眼伤不起啊，希望有效果，会回购的,2021-01-02 14:03:15,Null,Null,Null,True,1117395785396,False,眼霜,化妆品净含量:15ml,【薇娅推荐】OLAY菁醇熬夜眼部精华露女去浮肿熬夜眼部护理保湿,tmall,https://detail.tmall.com/item.htm?id=632822236278&ns=1&abbucket=6
14,x***7,刚用，不油腻，不会搓泥。,2021-01-28 00:15:45,Null,Null,Null,True,1120112780274,True,眼霜,化妆品净含量:15ml,【薇娅推荐】OLAY菁醇熬夜眼部精华露女去浮肿熬夜眼部护理保湿,tmall,https://detail.tmall.com/item.htm?id=632822236278&ns=1&abbucket=6
15,g***4,按摩头很方便，更适合早晨用去水肿,2020-12-29 17:01:53,Null,Null,Null,True,1117341082472,True,眼霜,化妆品净含量:15ml,【薇娅推荐】OLAY菁醇熬夜眼部精华露女去浮肿熬夜眼部护理保湿,tmall,https://detail.tmall.com/item.htm?id=632822236278&ns=1&abbucket=6
