index,用户昵称,初评,初评日期,追评,追评日期,追评天数,是否有用,用户id,超级会员,产品,类别,标题,平台,商品链接
1,c***8,第二次购买了，效果还行，补水很好，不油腻。,2021-05-11 19:25:34,挺补水的，效果也还好，值得购买。,2021-05-17 08:00:16,5,True,1132020265308,False,乳液,,HBN视黄醇精华水乳熊果苷精粹水护肤套装淡,tmall,https://detail.tmall.com/item.htm?id=602223346621&ali_refid=a3_430583_1006:1238390160:N:8Gm8j699bhR94X29Kb14MA%3D%3D:d2238f515e6e3b3bb73bfe8c4e23a90c&ali_trackid=1_d2238f515e6e3b3bb73bfe8c4e23a90c
2,不***心,还没使用，只是品控好到离谱，真的太好了开箱体验一级棒！希望好用好用会继续回购！,2021-05-11 17:27:00,Null,Null,Null,True,1132458310113,False,乳液,,HBN视黄醇精华水乳熊果苷精粹水护肤套装淡,tmall,https://detail.tmall.com/item.htm?id=602223346621&ali_refid=a3_430583_1006:1238390160:N:8Gm8j699bhR94X29Kb14MA%3D%3D:d2238f515e6e3b3bb73bfe8c4e23a90c&ali_trackid=1_d2238f515e6e3b3bb73bfe8c4e23a90c
3,赵***6,整体评价：个人还是比较喜欢的，选择了好久还是选到了HBN，第一这个包装太精致了、高大上，第二我让我老公先试了试，补水效果还是非常不错的，因为我老公是干皮，有点敏感肌肤，所以他用着都说好，那其他人也别说了，还送了很多小样，快递也很快，所以没有入手还在纠结犹豫的小伙伴们不要犹豫了直接入手吧，真的是特别好用的，不好用我也不会怎么说。,2021-05-04 09:11:43,Null,Null,Null,True,1131448054403,False,乳液,,HBN视黄醇精华水乳熊果苷精粹水护肤套装淡,tmall,https://detail.tmall.com/item.htm?id=602223346621&ali_refid=a3_430583_1006:1238390160:N:8Gm8j699bhR94X29Kb14MA%3D%3D:d2238f515e6e3b3bb73bfe8c4e23a90c&ali_trackid=1_d2238f515e6e3b3bb73bfe8c4e23a90c
4,t***3,说实话，他送的东西蛮多的，然后价格也蛮实惠。就满满仪式感。,2021-05-03 16:03:12,Null,Null,Null,True,1130935901059,False,乳液,,HBN视黄醇精华水乳熊果苷精粹水护肤套装淡,tmall,https://detail.tmall.com/item.htm?id=602223346621&ali_refid=a3_430583_1006:1238390160:N:8Gm8j699bhR94X29Kb14MA%3D%3D:d2238f515e6e3b3bb73bfe8c4e23a90c&ali_trackid=1_d2238f515e6e3b3bb73bfe8c4e23a90c
5,染***年,整体评价：能遇见hbn真是太好了，只恨现在才知道。精华水精华乳太好用了。 保湿控油效果：这个精华乳很不一般，颗粒保护va等有效成分，而且一点不油脸，一抹就吸收，赞！ 吸收效果：水一抹就吸收，毫不夸张。小分子吸收很快，有熊果苷成分，期待皮肤变白。,2021-05-06 20:42:34,Null,Null,Null,True,1131382513331,False,乳液,,HBN视黄醇精华水乳熊果苷精粹水护肤套装淡,tmall,https://detail.tmall.com/item.htm?id=602223346621&ali_refid=a3_430583_1006:1238390160:N:8Gm8j699bhR94X29Kb14MA%3D%3D:d2238f515e6e3b3bb73bfe8c4e23a90c&ali_trackid=1_d2238f515e6e3b3bb73bfe8c4e23a90c
6,落***姐,我女神节买了一套，现在趁着五一活动给妈妈买了一套，里面还送有母亲节小贺卡，感谢店家的贴心,2021-05-07 13:41:07,Null,Null,Null,True,1132316331148,False,乳液,,HBN视黄醇精华水乳熊果苷精粹水护肤套装淡,tmall,https://detail.tmall.com/item.htm?id=602223346621&ali_refid=a3_430583_1006:1238390160:N:8Gm8j699bhR94X29Kb14MA%3D%3D:d2238f515e6e3b3bb73bfe8c4e23a90c&ali_trackid=1_d2238f515e6e3b3bb73bfe8c4e23a90c
7,月***3,整体评价：顺丰快递很nice 包装很走心 粉粉的 再说肤感 因为第一次用视黄醇产品怕不耐受或者过敏 拿到手第一天在耳后试用了一下 无过敏现象 之后又慢慢建立耐受 现在已经用了十天左右 感觉好像提亮了一些 期待之后的效果 吸收效果：超级好吸收 不油腻 我的肤质：混干皮  第一次用确实干 是因为不知道怎么用 保湿没做好,2021-05-13 21:18:50,Null,Null,Null,True,1133145779274,False,乳液,,HBN视黄醇精华水乳熊果苷精粹水护肤套装淡,tmall,https://detail.tmall.com/item.htm?id=602223346621&ali_refid=a3_430583_1006:1238390160:N:8Gm8j699bhR94X29Kb14MA%3D%3D:d2238f515e6e3b3bb73bfe8c4e23a90c&ali_trackid=1_d2238f515e6e3b3bb73bfe8c4e23a90c
8,夏***倩,用了三五天了，目前使用感受还可以吧，还挺滋润的，包装给人一种安心的感觉，主要看中了这款美白提亮的功效，皮肤最近有点发黄想祛黄，希望有用再来追评,2021-05-09 15:22:11,Null,Null,Null,True,1132180694625,True,乳液,,HBN视黄醇精华水乳熊果苷精粹水护肤套装淡,tmall,https://detail.tmall.com/item.htm?id=602223346621&ali_refid=a3_430583_1006:1238390160:N:8Gm8j699bhR94X29Kb14MA%3D%3D:d2238f515e6e3b3bb73bfe8c4e23a90c&ali_trackid=1_d2238f515e6e3b3bb73bfe8c4e23a90c
9,典***心,发货很迅速，到货也快！送的礼品也好多😬！因为不是第一次用这种产品，所以晚上就直接上脸使用了，效果很清爽，没有很油腻的感觉，我是混油皮，早上感觉吸收的挺好，皮肤有点点透亮的样子！反正我被种草啦～！赞赞！,2021-05-14 12:28:42,顺便提一句，客服cara很细心哦！对cara的服务很满意！,2021-05-14 12:31:19,0,True,1132339877090,False,乳液,,HBN视黄醇精华水乳熊果苷精粹水护肤套装淡,tmall,https://detail.tmall.com/item.htm?id=602223346621&ali_refid=a3_430583_1006:1238390160:N:8Gm8j699bhR94X29Kb14MA%3D%3D:d2238f515e6e3b3bb73bfe8c4e23a90c&ali_trackid=1_d2238f515e6e3b3bb73bfe8c4e23a90c
10,z***0,特意用了一段时间再来 变白倒是没发现 不过感觉还可以吧 包装也可以 并且很贴心 这一点我很喜欢 而且送的面霜上脸一点也不油腻 很快就吸收了 唯一的就是 来评价的时候发现便宜了十几块。。。。,2021-05-03 22:14:48,Null,Null,Null,True,1131834219035,False,乳液,,HBN视黄醇精华水乳熊果苷精粹水护肤套装淡,tmall,https://detail.tmall.com/item.htm?id=602223346621&ali_refid=a3_430583_1006:1238390160:N:8Gm8j699bhR94X29Kb14MA%3D%3D:d2238f515e6e3b3bb73bfe8c4e23a90c&ali_trackid=1_d2238f515e6e3b3bb73bfe8c4e23a90c
11,x***4,整体评价：不错 美白效果：不知道是心理原因还是产品太强，用了两天感觉自己有变白 保湿控油效果：目前在南方比较湿润，感觉不出来，反正不会干燥 质地手感：不是特别清爽也不黏腻，有一定流动性 吸收效果：还不错 我的肤质：混合性皮肤,2021-05-14 22:47:04,Null,Null,Null,True,1133282915753,False,乳液,,HBN视黄醇精华水乳熊果苷精粹水护肤套装淡,tmall,https://detail.tmall.com/item.htm?id=602223346621&ali_refid=a3_430583_1006:1238390160:N:8Gm8j699bhR94X29Kb14MA%3D%3D:d2238f515e6e3b3bb73bfe8c4e23a90c&ali_trackid=1_d2238f515e6e3b3bb73bfe8c4e23a90c
12,我***光,今天刚收到，听说视黄醇的抗衰功效比较强，要先建立耐受，所以我现在耳朵后的皮肤试了一下，隔两天再局部用一次，感觉挺清爽的，混油也觉得好吸收。,2021-05-09 16:55:34,Null,Null,Null,True,1131744821906,False,乳液,,HBN视黄醇精华水乳熊果苷精粹水护肤套装淡,tmall,https://detail.tmall.com/item.htm?id=602223346621&ali_refid=a3_430583_1006:1238390160:N:8Gm8j699bhR94X29Kb14MA%3D%3D:d2238f515e6e3b3bb73bfe8c4e23a90c&ali_trackid=1_d2238f515e6e3b3bb73bfe8c4e23a90c
13,4***贤,第一次购买，抖音博主推荐的，买来试一试，目前还没使用，不知道效果，包装很喜欢，送的东西也挺多的，而且也很贴心，因为是临近母亲节买的，还送了贺卡，真的挺好的，效果过后使用了过后再来反馈,2021-05-13 21:48:15,Null,Null,Null,True,1132284197084,False,乳液,,HBN视黄醇精华水乳熊果苷精粹水护肤套装淡,tmall,https://detail.tmall.com/item.htm?id=602223346621&ali_refid=a3_430583_1006:1238390160:N:8Gm8j699bhR94X29Kb14MA%3D%3D:d2238f515e6e3b3bb73bfe8c4e23a90c&ali_trackid=1_d2238f515e6e3b3bb73bfe8c4e23a90c
14,曹***恒,现在的国货真的很用心了，之前一直以为是日货就忍着没入，后来搜索了是国货真的很开心，*颠颠的就买了刚好还有活动，还没用但是包装这些一看都是很用心的产品，用好了后续买什么都是这个牌子了，货真价实，高颜值，高品质，一分钱一分货，材质外观和质量一看就很上档次，非常喜欢ʜᴀ͟ᴘ͟ᴘ͟ʏ𝟙𝟘𝟘,2021-05-09 19:26:30,拆的时候没拆完，今天刚好母亲节，品牌方真的很用心。赞,2021-05-09 19:59:45,0,True,1132213762306,False,乳液,,HBN视黄醇精华水乳熊果苷精粹水护肤套装淡,tmall,https://detail.tmall.com/item.htm?id=602223346621&ali_refid=a3_430583_1006:1238390160:N:8Gm8j699bhR94X29Kb14MA%3D%3D:d2238f515e6e3b3bb73bfe8c4e23a90c&ali_trackid=1_d2238f515e6e3b3bb73bfe8c4e23a90c
15,t***4,首先，包装很精美，粉粉嫩嫩的。其次，送了一些小样啊之类的，不过最让我意外的还是一封信，我原本以为只是单纯的信封，一打开居然是关于致敬母爱的一副图，还是有点感动的。 关于产品使用，之后再来追评，不过hbn这个品牌第一次接触还是能够看得出来这个品牌对顾客是诚意满满的。,2021-05-12 22:43:02,Null,Null,Null,True,1131717792271,False,乳液,,HBN视黄醇精华水乳熊果苷精粹水护肤套装淡,tmall,https://detail.tmall.com/item.htm?id=602223346621&ali_refid=a3_430583_1006:1238390160:N:8Gm8j699bhR94X29Kb14MA%3D%3D:d2238f515e6e3b3bb73bfe8c4e23a90c&ali_trackid=1_d2238f515e6e3b3bb73bfe8c4e23a90c
