index,用户昵称,初评,初评日期,追评,追评日期,追评天数,是否有用,用户id,超级会员,产品,类别,标题,平台,商品链接
1,周***3,宝贝收到了 很喜欢 而且送了很多小样 对比价格还是优惠很多了 ，味道很喜欢涂抹也很清爽不油腻  好东西以后会继续关注和支持的,2021-05-11 21:02:40,Null,Null,Null,True,1132481994178,True,乳液,化妆品净含量:50ml,欧莱雅零点霜熬夜面霜女孚玻因抗皱玻尿酸补水滋润保湿乳液50ml,tmall,https://detail.tmall.com/item.htm?id=599053639318&ns=1&abbucket=6
2,李***g,滋润感很好，质地细腻温和，不是很霜感，闻起来味道真的好喜欢，美白没觉得什么明显，吸收挺快,2021-05-12 10:33:31,Null,Null,Null,True,1132073697765,True,乳液,化妆品净含量:50ml,欧莱雅零点霜熬夜面霜女孚玻因抗皱玻尿酸补水滋润保湿乳液50ml,tmall,https://detail.tmall.com/item.htm?id=599053639318&ns=1&abbucket=6
3,一***9,整体评价：非常好，无限回购这是第二次 保湿控油效果：我是干皮，很好，抗除皱 我的肤质：干皮 质地手感：很好推开,2021-05-10 10:53:38,Null,Null,Null,True,1132272926541,False,乳液,化妆品净含量:50ml,欧莱雅零点霜熬夜面霜女孚玻因抗皱玻尿酸补水滋润保湿乳液50ml,tmall,https://detail.tmall.com/item.htm?id=599053639318&ns=1&abbucket=6
4,l***4,整体评价：质地水润，香气清新，吸收效果好，保湿控油。发货快，物流快。一瓶价格买到两瓶的量，性价比高。还会光顾的。,2021-05-06 08:11:42,Null,Null,Null,True,1131725222171,True,乳液,化妆品净含量:50ml,欧莱雅零点霜熬夜面霜女孚玻因抗皱玻尿酸补水滋润保湿乳液50ml,tmall,https://detail.tmall.com/item.htm?id=599053639318&ns=1&abbucket=6
5,t***4,整体评价：非常好，帮朋友买的，今天又下单一款护肤品，下次可以试试你们家黑精华 美白效果：喜欢 保湿控油效果：很好 质地手感：喜欢 吸收效果：很好，第一次买你们家，体验挺好的,2021-05-03 20:23:51,Null,Null,Null,True,1130524808816,False,乳液,化妆品净含量:50ml,欧莱雅零点霜熬夜面霜女孚玻因抗皱玻尿酸补水滋润保湿乳液50ml,tmall,https://detail.tmall.com/item.htm?id=599053639318&ns=1&abbucket=6
6,w***8,質量非常好與賣家描述的完全一致，真的很喜歡完全超出期望值發貨速度非常快包裝非常仔細、嚴實物流公司服務態度很好運送速度很快很滿意的一次購物質量很好，希望更多的朋友信賴店主態度特好，我會再次光顧的好賣家贊，發貨迅速，態度很好，很滿意！很好很好！網上購物這麼激列沒想到店家的服務這麼好，商品質量好而價低廉，很熱情的賣家，下次還來希望下次還有機會合作祝你生意興隆質量非常好，出乎我的意料包裝非常仔細。下次有機會再找你，店家人蠻好的，東東很不錯淘到心意的寶貝是一件讓人很開心的事，比心，非常好，與賣家描述的完全一致。,2021-05-14 08:46:49,Null,Null,Null,True,1132759178147,True,乳液,化妆品净含量:50ml,欧莱雅零点霜熬夜面霜女孚玻因抗皱玻尿酸补水滋润保湿乳液50ml,tmall,https://detail.tmall.com/item.htm?id=599053639318&ns=1&abbucket=6
7,x***0,保湿控油效果：非常好,2021-05-09 22:29:26,Null,Null,Null,True,1131337480122,False,乳液,化妆品净含量:50ml,欧莱雅零点霜熬夜面霜女孚玻因抗皱玻尿酸补水滋润保湿乳液50ml,tmall,https://detail.tmall.com/item.htm?id=599053639318&ns=1&abbucket=6
8,赵***欣,这个精华太好吸收了 补水能力超强 面霜滋润不油腻 我一个干皮用着超级喜欢 小样也太多了 爱了爱了,2021-05-04 22:41:42,Null,Null,Null,True,1131549826390,True,乳液,化妆品净含量:50ml,欧莱雅零点霜熬夜面霜女孚玻因抗皱玻尿酸补水滋润保湿乳液50ml,tmall,https://detail.tmall.com/item.htm?id=599053639318&ns=1&abbucket=6
9,g***5,买给妈妈用的，这是回购啦！她说用了皮肤不干很滋润！支持朱一龙的代言，同时还能给妈妈买东西🥰开心,2021-05-14 01:06:21,Null,Null,Null,True,1133161143253,True,乳液,化妆品净含量:50ml,欧莱雅零点霜熬夜面霜女孚玻因抗皱玻尿酸补水滋润保湿乳液50ml,tmall,https://detail.tmall.com/item.htm?id=599053639318&ns=1&abbucket=6
10,莹***0,用了感觉还不错，不油腻，保湿效果也不错，希望对抗揍有用,2021-05-04 15:35:12,Null,Null,Null,True,1131501106252,True,乳液,化妆品净含量:50ml,欧莱雅零点霜熬夜面霜女孚玻因抗皱玻尿酸补水滋润保湿乳液50ml,tmall,https://detail.tmall.com/item.htm?id=599053639318&ns=1&abbucket=6
