index,用户昵称,初评,初评日期,追评,追评日期,追评天数,是否有用,用户id,超级会员,产品,类别,标题,平台,商品链接
1,s***u,质地手感：包装设计很有质感，按压泵也挺方便 吸收效果：感觉吸收还不错，之前一直用无印良品，最近出了废水的事情，日货886。其实对护肤品效果要求也不是特别高，脸舒服就ok，至本用在脸上感觉确实还不错 保湿控油效果：夏天保湿效果还蛮不错的，不油腻也很舒服,2021-05-13 20:09:38,Null,Null,Null,True,1132273937863,False,乳液,化妆品净含量:100ml,至本舒颜修护乳液100ml水润清透易吸收强化屏障安抚修护保湿滋养,tmall,https://detail.tmall.com/item.htm?id=586711633099&ns=1&abbucket=6
2,z***2,此用户没有填写评论!,2020-12-11 04:16:33,千万别买 我买给我妈用的，快用完的时候 直接盖子掉了 我妈给我拍了个视频 骇人听闻，里面都像是生锈了一样 黄黄的， 恶心的要* 我真的是服了 就这样的 还说给敏感肌用，怕是要让我们全部烂脸？？,2021-05-14 21:16:21,169,True,1132409249794,True,乳液,化妆品净含量:100ml,至本舒颜修护乳液100ml水润清透易吸收强化屏障安抚修护保湿滋养,tmall,https://detail.tmall.com/item.htm?id=586711633099&ns=1&abbucket=6
3,t***3,包装盒非常规整干净，产品完好无损 里面有很多小卡片，隐私贴，说明书，日期标识，看得出卖家很细心很体贴 第一次选择至本，第一印象非常不错 后续先用一段时间再来追评产品使用情况,2021-05-01 18:36:38,Null,Null,Null,True,1130283624690,False,乳液,化妆品净含量:100ml,至本舒颜修护乳液100ml水润清透易吸收强化屏障安抚修护保湿滋养,tmall,https://detail.tmall.com/item.htm?id=586711633099&ns=1&abbucket=6
4,t***4,非常细致，绝了至本yyds,2021-05-09 18:47:47,Null,Null,Null,True,1132210066553,False,乳液,化妆品净含量:100ml,至本舒颜修护乳液100ml水润清透易吸收强化屏障安抚修护保湿滋养,tmall,https://detail.tmall.com/item.htm?id=586711633099&ns=1&abbucket=6
5,t***0,算算至本的水乳啊啥的也用了大学三年了，感觉挺好。水乳清清爽爽不油腻，本人不知道算啥肤质，反正回家用了用老姐的水乳结果黑头冒得更厉害了，感觉可能太补了&hellip;&hellip;就回学校老老实实继续用至本了，至少不至于补过头。至本的产品包装干净利落，服务态度也挺好，个人挺喜欢的，希望能继续保持吧。,2021-05-12 16:51:58,Null,Null,Null,True,1132577234851,False,乳液,化妆品净含量:100ml,至本舒颜修护乳液100ml水润清透易吸收强化屏障安抚修护保湿滋养,tmall,https://detail.tmall.com/item.htm?id=586711633099&ns=1&abbucket=6
6,阿***a,总体来说还是很好的。 无论是包装，送的小册子，赠品都能看出来很用心，良心产品。 我皮肤耐受度很好，没有过敏/长痘痘的现象。 个人需求是基础保湿，完全做到了。 最喜欢：1 完全没有味道，闻起来特别舒服。2 干了之后脸看着不油（很多产品看着油），就是微微的光泽感，看着特别健康自然。 缺点：1瓶口设计的一般，把它放在桌子上按的时候会流在瓶口上，不太卫生，需要把它倾斜着按。2乳液干的时间较长，需要一段时间等待再进行下一步护肤。,2021-05-09 10:49:10,Null,Null,Null,True,1132555239138,False,乳液,化妆品净含量:100ml,至本舒颜修护乳液100ml水润清透易吸收强化屏障安抚修护保湿滋养,tmall,https://detail.tmall.com/item.htm?id=586711633099&ns=1&abbucket=6
7,火***6,此用户没有填写评论!,2021-02-27 14:59:59,效果如图，呃🌚&hellip;&hellip;大家要注意防晒鸭!本人晒黑了，效果还是肉眼可见的，几乎每天都在用吧，个人感觉nice，护肤不可少的是规律健康的饮食和作息习惯以及愉快的心态一起搭配效果更好哦 ! ! !,2021-05-11 17:04:02,73,True,1123678418758,False,乳液,化妆品净含量:100ml,至本舒颜修护乳液100ml水润清透易吸收强化屏障安抚修护保湿滋养,tmall,https://detail.tmall.com/item.htm?id=586711633099&ns=1&abbucket=6
8,小***唧,被感动到了 可能是我玻璃心哈哈哈 还没有使用 过后会追评 服务态度堪称典范啊！！真的很棒 我也是看别人推荐说至本来的！ 简直没有失望，打开包裹以后十分感动QAQ 为好的产品发声，让更多人支持国货！！,2021-05-13 19:31:31,Null,Null,Null,True,1132720262968,False,乳液,化妆品净含量:100ml,至本舒颜修护乳液100ml水润清透易吸收强化屏障安抚修护保湿滋养,tmall,https://detail.tmall.com/item.htm?id=586711633099&ns=1&abbucket=6
9,x***水,客服服务模式挺好，挺贴心，很耐心。目前效果还不错，挺好吸收的。产品包装很nice！人性化又环保，而且看起来还高级！ 整体评价：不错 保湿控油效果：不错 吸收效果：挺好吸收，早上起来脸也不怎么油 我的肤质：敏感肌干皮,2021-05-10 10:51:16,Null,Null,Null,True,1132683715158,False,乳液,化妆品净含量:100ml,至本舒颜修护乳液100ml水润清透易吸收强化屏障安抚修护保湿滋养,tmall,https://detail.tmall.com/item.htm?id=586711633099&ns=1&abbucket=6
10,t***8,此用户没有填写评论!,2021-03-31 08:59:14,用了一个多月吧，之前皮肤状态就是红血丝，易过敏，用了这个牌子，刚开始觉得很温和，但是用了一个月真的很棒啊，没红血丝啦，上妆感觉真的很棒，肌底液用完了，准备再囤一些！我搭配（肌底液➕水➕油➕乳➕面霜）推荐那个油，真的好用！很好吸收！,2021-05-14 17:03:22,59,True,1132379933929,False,乳液,化妆品净含量:100ml,至本舒颜修护乳液100ml水润清透易吸收强化屏障安抚修护保湿滋养,tmall,https://detail.tmall.com/item.htm?id=586711633099&ns=1&abbucket=6
