index,用户昵称,初评,初评日期,追评,追评日期,追评天数,是否有用,用户id,超级会员,产品,类别,标题,平台,商品链接
1,t***5,抹在脸上非常舒服，不油，用一段时间脸上痘痘明显减少，祛痘效果好,2021-05-09 13:23:47,Null,Null,Null,True,1131713141875,False,乳液,化妆品净含量:100ml,雅漾恒润保湿凝露温和舒缓敏感肌深层滋润清爽补水面霜乳液正品女,tmall,https://detail.tmall.com/item.htm?id=547278485498&ns=1&abbucket=6
2,爱***4,此用户没有填写评论!,2021-04-26 13:52:15,实话实说，我皮肤非常容易过敏，之前的戴珂，sk2用了全部都掉皮，还刺痛，没办法找了雅漾，开始用美白精华还是过敏，这次选了这个面霜，非常惊喜，皮肤状态好多了，现在上妆一点也没有卡粉的情况了，皮肤非常滋润。,2021-05-11 21:35:34,30,True,1132896311927,True,乳液,化妆品净含量:100ml,雅漾恒润保湿凝露温和舒缓敏感肌深层滋润清爽补水面霜乳液正品女,tmall,https://detail.tmall.com/item.htm?id=547278485498&ns=1&abbucket=6
3,t***d,雅漾是姐妹推荐买的，它家的喷雾一直口碑都很好，买的时候还觉得有点小贵，但收到的时候真的感觉，挺划算的，超大一盒哈哈哈哈，还没有使用，用完再来具体评一下！,2021-05-08 18:23:45,Null,Null,Null,True,1132082250443,False,乳液,化妆品净含量:50ml,雅漾恒润保湿凝露温和舒缓敏感肌深层滋润清爽补水面霜乳液正品女,tmall,https://detail.tmall.com/item.htm?id=547278485498&ns=1&abbucket=6
4,我***0,第二次购买了。给皮肤容易过敏的女儿，她说很好用，舒服滋润，一点不刺激。这次五一活动很实惠，一次购入两瓶。,2021-05-05 23:00:11,Null,Null,Null,True,1130814504437,False,乳液,化妆品净含量:100ml,雅漾恒润保湿凝露温和舒缓敏感肌深层滋润清爽补水面霜乳液正品女,tmall,https://detail.tmall.com/item.htm?id=547278485498&ns=1&abbucket=6
5,田***1,整体评价：包装完好，精致，效果好,2021-05-11 13:04:20,Null,Null,Null,True,1132832103062,False,乳液,化妆品净含量:50ml,雅漾恒润保湿凝露温和舒缓敏感肌深层滋润清爽补水面霜乳液正品女,tmall,https://detail.tmall.com/item.htm?id=547278485498&ns=1&abbucket=6
6,e***丁,搞活动就囤货，用了6年就没过敏,2021-05-13 19:04:34,Null,Null,Null,True,1132267581305,True,乳液,化妆品净含量:100ml,雅漾恒润保湿凝露温和舒缓敏感肌深层滋润清爽补水面霜乳液正品女,tmall,https://detail.tmall.com/item.htm?id=547278485498&ns=1&abbucket=6
7,n***5,一直都用这个牌子的护肤品，送的赠品也都是这个时节实用的。等用好后再追评👍,2021-05-06 19:13:51,Null,Null,Null,True,1130930848715,False,乳液,化妆品净含量:100ml,雅漾恒润保湿凝露温和舒缓敏感肌深层滋润清爽补水面霜乳液正品女,tmall,https://detail.tmall.com/item.htm?id=547278485498&ns=1&abbucket=6
8,y***n,一直用回购款，这款有跟日本合作的一个面霜，两个我都用了，还是雅漾这个好,2021-05-13 08:10:51,Null,Null,Null,True,1132180233758,True,乳液,化妆品净含量:100ml,雅漾恒润保湿凝露温和舒缓敏感肌深层滋润清爽补水面霜乳液正品女,tmall,https://detail.tmall.com/item.htm?id=547278485498&ns=1&abbucket=6
9,d***了,干敏皮，每年夏天必用雅漾。 这次居然还送了喷雾和小样,2021-05-07 19:17:03,Null,Null,Null,True,1132365811382,False,乳液,化妆品净含量:100ml,雅漾恒润保湿凝露温和舒缓敏感肌深层滋润清爽补水面霜乳液正品女,tmall,https://detail.tmall.com/item.htm?id=547278485498&ns=1&abbucket=6
10,夏***9,本人混油皮一直在用雅漾，喷雾和霜的效果都很好，水、霜都很清爽保湿又不油腻,2021-04-16 10:41:02,Null,Null,Null,True,1128362764009,False,乳液,化妆品净含量:100ml,雅漾恒润保湿凝露温和舒缓敏感肌深层滋润清爽补水面霜乳液正品女,tmall,https://detail.tmall.com/item.htm?id=547278485498&ns=1&abbucket=6
11,t***3,很好，温和无刺激,2021-05-09 08:31:44,Null,Null,Null,True,1131675289893,True,乳液,化妆品净含量:50ml,雅漾恒润保湿凝露温和舒缓敏感肌深层滋润清爽补水面霜乳液正品女,tmall,https://detail.tmall.com/item.htm?id=547278485498&ns=1&abbucket=6
12,毛***店,提亮保湿效果好,2021-05-14 08:04:32,Null,Null,Null,True,1133168371398,False,乳液,化妆品净含量:100ml,雅漾恒润保湿凝露温和舒缓敏感肌深层滋润清爽补水面霜乳液正品女,tmall,https://detail.tmall.com/item.htm?id=547278485498&ns=1&abbucket=6
13,悠***n,保湿控油效果：保湿效果好 质地手感：凝露质地 吸收效果：易吸收,2021-05-04 11:40:32,Null,Null,Null,True,1131469046499,False,乳液,化妆品净含量:100ml,雅漾恒润保湿凝露温和舒缓敏感肌深层滋润清爽补水面霜乳液正品女,tmall,https://detail.tmall.com/item.htm?id=547278485498&ns=1&abbucket=6
14,爱***细,忠实老油条 质地手感：90 吸收效果：90 我的肤质：中性 整体评价：90（100）,2021-05-04 00:23:16,Null,Null,Null,True,1131842331367,True,乳液,化妆品净含量:100ml,雅漾恒润保湿凝露温和舒缓敏感肌深层滋润清爽补水面霜乳液正品女,tmall,https://detail.tmall.com/item.htm?id=547278485498&ns=1&abbucket=6
15,奈***8,给老妈买的，雅漾还是不错的～,2021-05-09 18:38:32,Null,Null,Null,True,1132209090396,True,乳液,化妆品净含量:50ml,雅漾恒润保湿凝露温和舒缓敏感肌深层滋润清爽补水面霜乳液正品女,tmall,https://detail.tmall.com/item.htm?id=547278485498&ns=1&abbucket=6
16,7***4,好小。用过的雅漾的东西除了大喷，其他的都很像小样😂贵，但是好用，对我的皮肤真的友好。,2021-05-12 19:06:59,Null,Null,Null,True,1132594126634,True,乳液,化妆品净含量:100ml,雅漾恒润保湿凝露温和舒缓敏感肌深层滋润清爽补水面霜乳液正品女,tmall,https://detail.tmall.com/item.htm?id=547278485498&ns=1&abbucket=6
17,a***d,这一年都买雅漾，涂上脸很舒服,2021-05-14 06:20:57,Null,Null,Null,True,1133164503316,True,乳液,化妆品净含量:100ml,雅漾恒润保湿凝露温和舒缓敏感肌深层滋润清爽补水面霜乳液正品女,tmall,https://detail.tmall.com/item.htm?id=547278485498&ns=1&abbucket=6
18,t***1,夏天很清爽的一款保湿露,2021-05-04 12:55:07,Null,Null,Null,True,1131478678236,False,乳液,化妆品净含量:50ml,雅漾恒润保湿凝露温和舒缓敏感肌深层滋润清爽补水面霜乳液正品女,tmall,https://detail.tmall.com/item.htm?id=547278485498&ns=1&abbucket=6
19,t***3,这一次是在天猫回购哦,2021-05-12 19:58:43,Null,Null,Null,True,1133011551864,True,乳液,化妆品净含量:100ml,雅漾恒润保湿凝露温和舒缓敏感肌深层滋润清爽补水面霜乳液正品女,tmall,https://detail.tmall.com/item.htm?id=547278485498&ns=1&abbucket=6
20,t***7,好用的，比较适合睡前涂或者好久才出门涂。但效果很不错,2021-05-08 00:49:56,Null,Null,Null,True,1132395259571,True,乳液,化妆品净含量:100ml,雅漾恒润保湿凝露温和舒缓敏感肌深层滋润清爽补水面霜乳液正品女,tmall,https://detail.tmall.com/item.htm?id=547278485498&ns=1&abbucket=6
21,t***6,因为我是敏感肌，一直都是用雅漾的产品，很好用，效果很好,2021-05-07 18:16:04,Null,Null,Null,True,1131950326428,False,乳液,化妆品净含量:100ml,雅漾恒润保湿凝露温和舒缓敏感肌深层滋润清爽补水面霜乳液正品女,tmall,https://detail.tmall.com/item.htm?id=547278485498&ns=1&abbucket=6
22,t***2,真的挺好的，很保湿，值得购买,2021-05-11 10:29:11,Null,Null,Null,True,1132400062174,False,乳液,化妆品净含量:100ml,雅漾恒润保湿凝露温和舒缓敏感肌深层滋润清爽补水面霜乳液正品女,tmall,https://detail.tmall.com/item.htm?id=547278485498&ns=1&abbucket=6
23,x***9,挺好(ಡ&omega;ಡ)hiahiahia,2021-05-10 19:06:21,Null,Null,Null,True,1132754815153,False,乳液,化妆品净含量:100ml,雅漾恒润保湿凝露温和舒缓敏感肌深层滋润清爽补水面霜乳液正品女,tmall,https://detail.tmall.com/item.htm?id=547278485498&ns=1&abbucket=6
24,t***2,常用，复购的。挺好。,2021-05-13 00:00:45,Null,Null,Null,True,1133033771807,False,乳液,化妆品净含量:100ml,雅漾恒润保湿凝露温和舒缓敏感肌深层滋润清爽补水面霜乳液正品女,tmall,https://detail.tmall.com/item.htm?id=547278485498&ns=1&abbucket=6
25,m***9,好，老顾客了,2021-05-11 22:44:25,Null,Null,Null,True,1132040157684,False,乳液,化妆品净含量:100ml,雅漾恒润保湿凝露温和舒缓敏感肌深层滋润清爽补水面霜乳液正品女,tmall,https://detail.tmall.com/item.htm?id=547278485498&ns=1&abbucket=6
26,赖***子,用了好多年了 一直在官网买 就是每次积分兑换总是付完钱才想起来用 有的积分都过期了,2021-05-05 15:07:29,Null,Null,Null,True,1132041091285,True,乳液,化妆品净含量:100ml,雅漾恒润保湿凝露温和舒缓敏感肌深层滋润清爽补水面霜乳液正品女,tmall,https://detail.tmall.com/item.htm?id=547278485498&ns=1&abbucket=6
27,v***9,希望好用,2021-05-14 18:33:19,Null,Null,Null,True,1133257731005,True,乳液,化妆品净含量:100ml,雅漾恒润保湿凝露温和舒缓敏感肌深层滋润清爽补水面霜乳液正品女,tmall,https://detail.tmall.com/item.htm?id=547278485498&ns=1&abbucket=6
28,t***0,多次购买,2021-05-06 20:23:22,Null,Null,Null,True,1132238411549,False,乳液,化妆品净含量:50ml,雅漾恒润保湿凝露温和舒缓敏感肌深层滋润清爽补水面霜乳液正品女,tmall,https://detail.tmall.com/item.htm?id=547278485498&ns=1&abbucket=6
29,t***7,到货很快！,2021-05-04 20:55:37,Null,Null,Null,True,1131091353441,True,乳液,化妆品净含量:100ml,雅漾恒润保湿凝露温和舒缓敏感肌深层滋润清爽补水面霜乳液正品女,tmall,https://detail.tmall.com/item.htm?id=547278485498&ns=1&abbucket=6
