index,用户昵称,初评,初评日期,追评,追评日期,追评天数,是否有用,用户id,超级会员,产品,类别,标题,平台,商品链接
1,大***贝,寄给我妈用的，我妈说用了脸滑滑的，也不长痘了。我个人感觉就是很控油，早上起来脸没油光。很大瓶，性价比可以。服务各方面也行。,2021-05-12 13:33:14,jean服务很好,2021-05-12 13:35:00,6,True,1131651924073,False,乳液,化妆品净含量:120ml,HBN视黄醇精华乳液紧致毛孔维A醇抗初老双a醇精华乳熬夜救星,tmall,https://detail.tmall.com/item.htm?id=601781806025&ns=1&abbucket=6
2,1***雪,物流特别的快，客服态度也很好，很有耐心的解说，味道也不错，还送了晚霜，期待用的效果。,2021-05-07 09:40:54,用了两天感觉不错，一点都油腻，保湿效果也不错，期待淡斑效果。,2021-05-09 13:36:51,2,True,1131872426890,False,乳液,化妆品净含量:120ml,HBN视黄醇精华乳液紧致毛孔维A醇抗初老双a醇精华乳熬夜救星,tmall,https://detail.tmall.com/item.htm?id=601781806025&ns=1&abbucket=6
3,波***依,整体评价：我是特别敏感肌含有一点酒精的护肤品都碰不的得那种 皮肤又是混合油皮毛孔粗大  这款精华乳液刚开始有点刺痛过了几分钟后就缓和了 每隔两天用一次皮肤建立耐受吸收的快一点都不油腻 使用下来毛孔都缩小了。很耐心的一款产品经济实惠 跟我一样的小姐妹可以放心购买哟，比心❤️,2021-05-11 21:02:10,Null,Null,Null,True,1132893455239,True,乳液,化妆品净含量:120ml,HBN视黄醇精华乳液紧致毛孔维A醇抗初老双a醇精华乳熬夜救星,tmall,https://detail.tmall.com/item.htm?id=601781806025&ns=1&abbucket=6
4,苏***7,美白效果：又后感觉皮肤白嫩乐，用起来不粘腻，很清爽。这已经是第二套了，前面一瓶刚刚用得差不多就赶紧下单乐，确实是因为效果不错才持续一直永，我只在晚上洗完脸后用。 吸收效果：吸收很快，用的时间久了就会感觉皮肤在变好,2021-05-14 23:26:08,Null,Null,Null,True,1131973676997,False,乳液,化妆品净含量:120ml,HBN视黄醇精华乳液紧致毛孔维A醇抗初老双a醇精华乳熬夜救星,tmall,https://detail.tmall.com/item.htm?id=601781806025&ns=1&abbucket=6
5,地***觉,朋友推荐来买的，以前一直用时光瓶，这个性价比更高，成分党表示真的太棒了，清爽第二天气色很好，紧致目前还看不出，再用用看，基本会回购了。唯一一点建议是，包装和小礼品太贴心了，贴心到爆炸，可以学学欧美，把这些包装成本回馈给客户，不必要搞这么高档的包装,2021-05-12 16:11:50,Null,Null,Null,True,1132120141799,True,乳液,化妆品净含量:120ml,HBN视黄醇精华乳液紧致毛孔维A醇抗初老双a醇精华乳熬夜救星,tmall,https://detail.tmall.com/item.htm?id=601781806025&ns=1&abbucket=6
6,一***0,此用户没有填写评论!,2021-05-01 10:53:16,真的有变白，不愧是发光水。我之前一直有暗沉问题，用完后同学说我真的有变白，我是干皮，觉得有一点点干，其他都还好，味道也不刺激。好评,2021-05-11 06:43:17,24,True,1132789451916,False,乳液,化妆品净含量:120ml,HBN视黄醇精华乳液紧致毛孔维A醇抗初老双a醇精华乳熬夜救星,tmall,https://detail.tmall.com/item.htm?id=601781806025&ns=1&abbucket=6
7,t***0,使用了几天确实有提亮肤色的效果，最主要是服感特别棒一点也不油腻，还有淡淡的香味，本人不喜欢香味太重的护肤品，这个味道一点也不重，送的小样也特别有质感，使用了面霜的小样后准备回购面霜,2021-05-09 22:35:52,Null,Null,Null,True,1131782253365,False,乳液,化妆品净含量:120ml,HBN视黄醇精华乳液紧致毛孔维A醇抗初老双a醇精华乳熬夜救星,tmall,https://detail.tmall.com/item.htm?id=601781806025&ns=1&abbucket=6
8,j***7,整体评价：收到后试用了一下，真的特别好用🙏！功效比较惊艳，我肤色不均挺严重的，困扰了我好久。听皮肤科医生说视黄醇可美白嫩肤，只要皮肤不敏感就行，不过也要先建立耐受，务必要局部试用。用完之后也不油腻，吸收速度特别快！,2021-05-14 20:41:54,Null,Null,Null,True,1132857034664,False,乳液,化妆品净含量:120ml,HBN视黄醇精华乳液紧致毛孔维A醇抗初老双a醇精华乳熬夜救星,tmall,https://detail.tmall.com/item.htm?id=601781806025&ns=1&abbucket=6
9,丸***0,肤感很好，热的时候也很清爽，成分党放心入，坚持一段时间,2021-05-03 10:20:06,Null,Null,Null,True,1131338678023,True,乳液,化妆品净含量:120ml,HBN视黄醇精华乳液紧致毛孔维A醇抗初老双a醇精华乳熬夜救星,tmall,https://detail.tmall.com/item.htm?id=601781806025&ns=1&abbucket=6
10,t***9,质地其实蛮清爽的，里面有那种微小的颗粒，但是一推就推开了。我算是屏障很不好很容易敏感的肤质，但是用起来也没有任何不良反应，期待长期用的效果哦！,2021-05-12 13:16:37,Null,Null,Null,True,1132095437920,False,乳液,化妆品净含量:120ml,HBN视黄醇精华乳液紧致毛孔维A醇抗初老双a醇精华乳熬夜救星,tmall,https://detail.tmall.com/item.htm?id=601781806025&ns=1&abbucket=6
