index,用户昵称,初评,初评日期,追评,追评日期,追评天数,是否有用,用户id,超级会员,产品,类别,标题,平台,商品链接
1,金***2,"ym必须好评,混油📛皮用合适,不干了。客服👗态度购买前后差距超大🐭,物流很快。第一次用🦢到脸上有点点刺痛,适🙏合干皮用,偶尔爆痘,🐕不紧绷,快递都碎了。🚫具体看照片吧,严重暴😢皮,没颗粒感,水的设💗计一点都不合理",2021-05-12 14:44:08,看我晒图!!!非常划算哟,2021-05-16 21:39:13,4,True,1132108049200,False,乳液,化妆品净含量:50ml,玉泽皮肤屏障修护调理乳50ml 国货润肤护肤补水保湿乳液敏肌适用,tmall,https://detail.tmall.com/item.htm?id=37264221945&ns=1&abbucket=6
2,四***敏,整体不错，用起来比较舒服。粘稠度合适，保湿效果不错，比较水润不会太厚重。没什么香味，有股像塑料瓶一样的味道。,2021-05-14 08:19:08,Null,Null,Null,True,1132305041075,False,乳液,化妆品净含量:100ml,玉泽皮肤屏障修护调理乳50ml 国货润肤护肤补水保湿乳液敏肌适用,tmall,https://detail.tmall.com/item.htm?id=37264221945&ns=1&abbucket=6
3,爷***神,大家自己看吧 包装明显就是拆开过的 而且量明显就少了 诶 差得要* 抖音骗过来买的 保湿水一倒满手都是 不好用  看个人喜欢吧,2021-05-09 20:30:33,Null,Null,Null,True,1132220270195,False,乳液,化妆品净含量:50ml,玉泽皮肤屏障修护调理乳50ml 国货润肤护肤补水保湿乳液敏肌适用,tmall,https://detail.tmall.com/item.htm?id=37264221945&ns=1&abbucket=6
4,爱***天,这款润肤乳是夏季必备的，因为它是比较保湿，但是又不粘腻的质地，比较适合混合偏油或者是男性的肤质，再加上玉泽这个国货地位比较不错的品牌，我觉得还是相当值得信赖的。所以给家人用的也是这一款。,2021-05-14 19:32:12,Null,Null,Null,True,1131952180810,False,乳液,化妆品净含量:50ml,玉泽皮肤屏障修护调理乳50ml 国货润肤护肤补水保湿乳液敏肌适用,tmall,https://detail.tmall.com/item.htm?id=37264221945&ns=1&abbucket=6
5,1***琪,之前买过玉泽面霜，非常好用，我是油皮敏感肌，玉泽用起来不粘腻，舒缓效果非常好。这次又尝试入手了他们家的水乳套装，趁5.1搞活动入手还挺划算，份量不算多，先尝试一下使用效果如何。物流很快。,2021-05-05 15:55:56,Null,Null,Null,True,1131641502165,False,乳液,化妆品净含量:50ml,玉泽皮肤屏障修护调理乳50ml 国货润肤护肤补水保湿乳液敏肌适用,tmall,https://detail.tmall.com/item.htm?id=37264221945&ns=1&abbucket=6
6,冷***7,使用之后皮肤没有什么异常情况 保湿力度还行 对于敏感肌来说已经很好了 再坚持使用看看修复效果,2021-05-14 10:42:25,Null,Null,Null,True,1132775886475,True,乳液,化妆品净含量:50ml,玉泽皮肤屏障修护调理乳50ml 国货润肤护肤补水保湿乳液敏肌适用,tmall,https://detail.tmall.com/item.htm?id=37264221945&ns=1&abbucket=6
7,谁***8,好用，活动买的很划算 整体评价：好 保湿控油效果：控油保湿 吸收效果：易吸收 我的肤质：油皮,2021-05-09 11:47:52,Null,Null,Null,True,1131257880701,False,乳液,化妆品净含量:50ml,玉泽皮肤屏障修护调理乳50ml 国货润肤护肤补水保湿乳液敏肌适用,tmall,https://detail.tmall.com/item.htm?id=37264221945&ns=1&abbucket=6
8,t***3,整体评价：用了之后刺痛，份量很少，水的设计一点都不合理，开口很大，容易一下子就倒很多，刺痛感很强！ 不推荐买！不推荐买！,2021-05-05 15:10:46,Null,Null,Null,True,1132041531229,False,乳液,化妆品净含量:50ml,玉泽皮肤屏障修护调理乳50ml 国货润肤护肤补水保湿乳液敏肌适用,tmall,https://detail.tmall.com/item.htm?id=37264221945&ns=1&abbucket=6
9,t***8,赠品真的好迷你hhh 在手背上试了一下，感觉很清爽、容易吸收～,2021-05-03 18:36:27,Null,Null,Null,True,1131812379662,False,乳液,化妆品净含量:50ml,玉泽皮肤屏障修护调理乳50ml 国货润肤护肤补水保湿乳液敏肌适用,tmall,https://detail.tmall.com/item.htm?id=37264221945&ns=1&abbucket=6
10,呼***吧,有点很重的桂油味，保湿效果不错,2021-05-09 14:36:49,Null,Null,Null,True,1131724181533,True,乳液,化妆品净含量:50ml,玉泽皮肤屏障修护调理乳50ml 国货润肤护肤补水保湿乳液敏肌适用,tmall,https://detail.tmall.com/item.htm?id=37264221945&ns=1&abbucket=6
