index,用户昵称,初评,初评日期,追评,追评日期,追评天数,是否有用,用户id,超级会员,产品,类别,标题,平台,商品链接
1,左***灵,包装很好哦，活动的时候囤一点比较划算，还没用但看到推荐来买的，期待效果哦,2021-05-07 09:22:00,Null,Null,Null,True,1131869430634,True,面膜,化妆品净含量:15片,【618加购】OLAY抗糖小白瓶面膜水感美白提亮肤色烟酰胺补水面膜,tmall,https://detail.tmall.com/item.htm?id=539379880103&ns=1&abbucket=6
2,你***学,看朋友用了说很好用就过来试试，说是真的用了能够变白，期待&hellip;&hellip;,2021-05-14 09:17:28,Null,Null,Null,True,1132312205477,False,面膜,化妆品净含量:15片,【618加购】OLAY抗糖小白瓶面膜水感美白提亮肤色烟酰胺补水面膜,tmall,https://detail.tmall.com/item.htm?id=539379880103&ns=1&abbucket=6
3,书***玲,好划算啊，30片面膜,2021-05-11 08:54:02,Null,Null,Null,True,1132386618228,True,面膜,化妆品净含量:15片,【618加购】OLAY抗糖小白瓶面膜水感美白提亮肤色烟酰胺补水面膜,tmall,https://detail.tmall.com/item.htm?id=539379880103&ns=1&abbucket=6
4,z***2,用起来不错，挺滋润的,2021-05-11 19:11:39,Null,Null,Null,True,1131573264477,True,面膜,化妆品净含量:15片,【618加购】OLAY抗糖小白瓶面膜水感美白提亮肤色烟酰胺补水面膜,tmall,https://detail.tmall.com/item.htm?id=539379880103&ns=1&abbucket=6
5,政***o,使用效果不错！,2021-05-08 13:01:23,Null,Null,Null,True,1131584777299,False,面膜,化妆品净含量:15片,【618加购】OLAY抗糖小白瓶面膜水感美白提亮肤色烟酰胺补水面膜,tmall,https://detail.tmall.com/item.htm?id=539379880103&ns=1&abbucket=6
6,道***枯,很有效，适合混油送的东西也很多,2021-05-10 16:53:21,Null,Null,Null,True,1132326718634,True,面膜,化妆品净含量:15片,【618加购】OLAY抗糖小白瓶面膜水感美白提亮肤色烟酰胺补水面膜,tmall,https://detail.tmall.com/item.htm?id=539379880103&ns=1&abbucket=6
7,爱***卑,棉布有点厚呀，在用，看看是否变白,2021-05-07 07:59:09,Null,Null,Null,True,1132268059143,True,面膜,化妆品净含量:15片,【618加购】OLAY抗糖小白瓶面膜水感美白提亮肤色烟酰胺补水面膜,tmall,https://detail.tmall.com/item.htm?id=539379880103&ns=1&abbucket=6
8,t***5,之前一直用这款，挺好用，而且超划算,2021-05-09 11:24:58,Null,Null,Null,True,1131698221763,False,面膜,化妆品净含量:15片,【618加购】OLAY抗糖小白瓶面膜水感美白提亮肤色烟酰胺补水面膜,tmall,https://detail.tmall.com/item.htm?id=539379880103&ns=1&abbucket=6
9,s***g,一直用这款面膜，美美哒！,2021-05-14 23:53:37,Null,Null,Null,True,1131975600551,False,面膜,化妆品净含量:15片,【618加购】OLAY抗糖小白瓶面膜水感美白提亮肤色烟酰胺补水面膜,tmall,https://detail.tmall.com/item.htm?id=539379880103&ns=1&abbucket=6
10,鱼***1,送妈**礼物，妈妈很满意,2021-05-14 22:12:15,Null,Null,Null,True,1133280003477,False,面膜,化妆品净含量:15片,【618加购】OLAY抗糖小白瓶面膜水感美白提亮肤色烟酰胺补水面膜,tmall,https://detail.tmall.com/item.htm?id=539379880103&ns=1&abbucket=6
11,凳***平,是我喜欢的，想要买的,2021-05-09 09:00:50,Null,Null,Null,True,1131678401764,True,面膜,化妆品净含量:15片,【618加购】OLAY抗糖小白瓶面膜水感美白提亮肤色烟酰胺补水面膜,tmall,https://detail.tmall.com/item.htm?id=539379880103&ns=1&abbucket=6
12,迷***宫,一直用这个品牌,2021-05-09 09:06:33,Null,Null,Null,True,1132540683739,True,面膜,化妆品净含量:15片,【618加购】OLAY抗糖小白瓶面膜水感美白提亮肤色烟酰胺补水面膜,tmall,https://detail.tmall.com/item.htm?id=539379880103&ns=1&abbucket=6
13,1***g,用了还不错,2021-05-12 17:45:21,Null,Null,Null,True,1132133897472,False,面膜,化妆品净含量:15片,【618加购】OLAY抗糖小白瓶面膜水感美白提亮肤色烟酰胺补水面膜,tmall,https://detail.tmall.com/item.htm?id=539379880103&ns=1&abbucket=6
14,l***2,面膜大小合适，不会太宽，保湿效果还行,2021-05-03 23:05:47,Null,Null,Null,True,1130539372306,True,面膜,化妆品净含量:15片,【618加购】OLAY抗糖小白瓶面膜水感美白提亮肤色烟酰胺补水面膜,tmall,https://detail.tmall.com/item.htm?id=539379880103&ns=1&abbucket=6
