index,用户昵称,初评,初评日期,追评,追评日期,追评天数,是否有用,用户id,超级会员,产品,类别,标题,平台,商品链接
1,最***0,哇 包装不错 发货快 而且还是应采儿代言的 非常好用 喜欢喜欢😘 是这家店的老顾客了 回购好几次了 用完再继续回购 望店家生意兴隆哟！ 保湿效果：敷上去很多精华 吸收效果：很好吸收 棒棒哒,2021-05-11 20:46:33,Null,Null,Null,True,1131583620637,True,面膜,化妆品净含量:10片,膜法世家逆时空黑面膜10片抗初老补水保湿二裂酵母紧致淡纹提亮女,tmall,https://detail.tmall.com/item.htm?id=626106598187&ns=1&abbucket=6
2,t***9,宝贝已收到谢谢，真的非常不错，母亲节的时候送给妈**，已经用了一次了，用完之后感觉很好，皮肤也变的更有弹性了，本来比较干燥的皮肤感觉一下酒变得水嫩了，而且这个质量真的很好的，性价比也算比较高的了，真的是很不错的一款产品！集美们干净冲吧！！！,2021-05-14 11:55:25,Null,Null,Null,True,1131889664535,False,面膜,化妆品净含量:10片,膜法世家逆时空黑面膜10片抗初老补水保湿二裂酵母紧致淡纹提亮女,tmall,https://detail.tmall.com/item.htm?id=626106598187&ns=1&abbucket=6
3,小***哈,外包装很惊喜，我是敏感肌敷起来感觉也特别好,2021-05-12 22:04:12,我在网上搜的成分和功效然后购了，特别惊喜，包装很特别，还有赠品，我个人是敏感肌肤，但是敷起来感觉特别好，敷完我是感觉不需要再作别的护肤了，因为也到了抗老抗皱的年纪，需要屯些了，也给闺蜜们分享了，都特别喜欢😊  ✅膜布：海.豚仿生皮膜，软糯丝滑，触感很像摸海豚，膜布有弹性，能更好的包裹住肌肤  ✅成分：二裂酵母、黑酵母、烟酰胺  关于二裂酵母我之前有提到过很多次了，就不赘述  黑酵母有去黄提亮、抗.氧.化的功效，并且有出色的补水力  烟酰胺这个大家都知道，主要是提亮的  ✅效果：多维度修护肌肤老化，包括抗初老、补水、修护屏障、抗.氧.化  ✅适用人群：所有肌肤类型，包括敏肌、油痘肌，孕期哺乳期也可以放心使用  ✅使用感受：第①次使用这个抗初老面膜，感觉皮肤平滑了很多，肤色明显提亮，膜布包裹性很好，敷上很服帖,2021-05-12 22:11:48,0,True,1132161573694,False,面膜,化妆品净含量:10片,膜法世家逆时空黑面膜10片抗初老补水保湿二裂酵母紧致淡纹提亮女,tmall,https://detail.tmall.com/item.htm?id=626106598187&ns=1&abbucket=6
4,l***1,今天收到了，速度非常快，礼品很多，包装也很好！今晚用了再继续评价！,2021-05-05 13:34:29,Null,Null,Null,True,1131166381242,False,面膜,化妆品净含量:10片,膜法世家逆时空黑面膜10片抗初老补水保湿二裂酵母紧致淡纹提亮女,tmall,https://detail.tmall.com/item.htm?id=626106598187&ns=1&abbucket=6
5,爱***腾,一直喜欢膜法世家的宝贝，这次趁优惠入手一套，非常好用，精华特别多，敷脸上很舒服，喜欢的朋友可以试试,2021-05-12 22:31:13,买来就迫不及待用上了，温和不刺激，已经推荐给周围的朋友了,2021-05-12 22:33:03,0,True,1131716600319,False,面膜,化妆品净含量:10片,膜法世家逆时空黑面膜10片抗初老补水保湿二裂酵母紧致淡纹提亮女,tmall,https://detail.tmall.com/item.htm?id=626106598187&ns=1&abbucket=6
6,y***i,被种草买的，送了好多东西，感觉挺值的！昨天就试用了一下，面膜纸很大很柔软，保湿效果很好，精华挺多，敷了20多分钟也不会觉得干，有提亮效果！,2021-05-12 12:37:22,Null,Null,Null,True,1132952871734,True,面膜,化妆品净含量:10片,膜法世家逆时空黑面膜10片抗初老补水保湿二裂酵母紧致淡纹提亮女,tmall,https://detail.tmall.com/item.htm?id=626106598187&ns=1&abbucket=6
7,t***3,贴上几分钟就出泡泡了，能听到泡泡的声音，一开始鼻子周围有刺痛，贴了一会就没有感觉了，敷在脸上凉凉的很舒服，有淡淡的清香味很清爽，15分钟洗掉，脸很湿润不紧绷，毛孔有在缩小，很赞！推荐！,2021-05-06 20:24:22,Null,Null,Null,True,1130939120134,False,面膜,化妆品净含量:10片,膜法世家逆时空黑面膜10片抗初老补水保湿二裂酵母紧致淡纹提亮女,tmall,https://detail.tmall.com/item.htm?id=626106598187&ns=1&abbucket=6
8,洁***5,整体评价：面膜精华特别多，水水润润的，面膜纸也是超薄型的，非常服帖。这次正好赶上活动一次性拍下50多片，够用小半年了。保湿效果挺不错，非常喜欢，便宜还好用！！强烈推荐！！,2021-05-03 13:18:43,Null,Null,Null,True,1130912305541,False,面膜,化妆品净含量:10片,膜法世家逆时空黑面膜10片抗初老补水保湿二裂酵母紧致淡纹提亮女,tmall,https://detail.tmall.com/item.htm?id=626106598187&ns=1&abbucket=6
9,可***6,一直用膜法世家，这次买的这款抗初老真的是惊艳到我了！首先，咱们说这个包装就很高大上，然后再看成分，二裂酵母，黑酵母，烟酰胺，可以多维度修护肌肤，改善干燥粗糙，细纹松弛，海豚仿生皮膜包裹肌肤，吸收效果棒棒哒，和妈妈一起用，一次拍了三盒拿到五盒，真的是非常优惠，用了两次了，感觉真不错！,2021-05-11 21:24:31,Null,Null,Null,True,1132032465712,True,面膜,化妆品净含量:10片,膜法世家逆时空黑面膜10片抗初老补水保湿二裂酵母紧致淡纹提亮女,tmall,https://detail.tmall.com/item.htm?id=626106598187&ns=1&abbucket=6
10,不***清,是看了喜欢的明星的推荐买的。目前还没用，发货很快，包装盒鵯好看，先好评一个！,2021-05-03 22:13:47,Null,Null,Null,True,1130535176995,True,面膜,化妆品净含量:10片,膜法世家逆时空黑面膜10片抗初老补水保湿二裂酵母紧致淡纹提亮女,tmall,https://detail.tmall.com/item.htm?id=626106598187&ns=1&abbucket=6
11,d***6,肤质改善情况：以前皮肤比较敏感，而且干，容易长痘，用过别的面膜，情况改变的慢，用了膜法世家的面膜，感觉皮肤变的更好了，比以前跟光亮了 吸收效果：十分钟就完全吸收了，太好了效果 保湿效果：保湿效果也很好,2021-05-09 13:21:18,Null,Null,Null,True,1131269332592,False,面膜,化妆品净含量:10片,膜法世家逆时空黑面膜10片抗初老补水保湿二裂酵母紧致淡纹提亮女,tmall,https://detail.tmall.com/item.htm?id=626106598187&ns=1&abbucket=6
12,网***2,宝贝非常好，包装也非常精致。一口气囤了一箱。估计半年都用不完了哈哈哈哈。精华很充足，用完之后很舒服。哈哈哈哈哈哈😂,2021-05-09 16:09:57,Null,Null,Null,True,1131738093337,False,面膜,化妆品净含量:10片,膜法世家逆时空黑面膜10片抗初老补水保湿二裂酵母紧致淡纹提亮女,tmall,https://detail.tmall.com/item.htm?id=626106598187&ns=1&abbucket=6
13,愿***3,沉甸甸的一大盒，超级有分量，赶上活动很便宜，非常实惠，店家还给送了好多面膜，开心的不行。,2021-05-14 17:49:43,Null,Null,Null,True,1133251795697,False,面膜,化妆品净含量:10片,膜法世家逆时空黑面膜10片抗初老补水保湿二裂酵母紧致淡纹提亮女,tmall,https://detail.tmall.com/item.htm?id=626106598187&ns=1&abbucket=6
14,h***0,面膜是买给妈**，作为母亲节的小惊喜。到货后我麻麻非常喜欢，确实保湿效果也很好，用完也很Q弹舒服。夏天敷面膜真的是件很享受的事情呀！另外不得不夸一下客服小姐姐，服务非常到位也很耐心哦！,2021-05-11 20:19:59,Null,Null,Null,True,1132888479215,False,面膜,化妆品净含量:10片,膜法世家逆时空黑面膜10片抗初老补水保湿二裂酵母紧致淡纹提亮女,tmall,https://detail.tmall.com/item.htm?id=626106598187&ns=1&abbucket=6
15,於***俊,会员反馈🍒 今天买的魔法世家补水吸黑清洁黑面膜💆每天都对着电脑，而且天气那么干，刚刚好派上用场，女人要对自己好一点，他人才爱你。一下买了好多，准备在赚钱的同时也要把自己收拾的美美哒。😜开始网兼到现在，自己入手了好多东西，轻轻松松赚钱，轻轻松松花钱，哈哈哈，加油吧！🍻,2021-05-09 17:35:35,Null,Null,Null,True,1132612883200,False,面膜,化妆品净含量:10片,膜法世家逆时空黑面膜10片抗初老补水保湿二裂酵母紧致淡纹提亮女,tmall,https://detail.tmall.com/item.htm?id=626106598187&ns=1&abbucket=6
16,过***年,是在小红书上看到的推荐，就买来试一下，物流很给力，第二天就收到货了，还有额外附赠了一片面膜，已经试用了，打开面膜的时候都震惊了，第一次买到这么柔软舒舒服的面膜，贴在脸上那种触感真的超级棒，吸收也很好，感觉脸部紧致了不少，成分也很安全，推荐,2021-05-13 11:25:10,Null,Null,Null,True,1133069463657,False,面膜,化妆品净含量:10片,膜法世家逆时空黑面膜10片抗初老补水保湿二裂酵母紧致淡纹提亮女,tmall,https://detail.tmall.com/item.htm?id=626106598187&ns=1&abbucket=6
17,t***3,很好用，特地用了两片才来评论的、面膜纸很软很贴皮肤用玩不用洗脸都吸收了不黏腻也不干没有紧绷的感觉保湿效果很好抹手.上的精华也都吸收了感觉嫩嫩的这是第一次在这里买以后都会用这款面膜卖家还送了几片面膜谢谢用玩还会再来买!,2021-05-08 17:20:51,Null,Null,Null,True,1132073866459,False,面膜,化妆品净含量:10片,膜法世家逆时空黑面膜10片抗初老补水保湿二裂酵母紧致淡纹提亮女,tmall,https://detail.tmall.com/item.htm?id=626106598187&ns=1&abbucket=6
18,9***奶,看了果子的推荐买的，仿生膜布贴起来体验感不错，十分贴合脸部轮廓，能使肌肤更好的吸收面膜中的精华液，面膜中的精华液也很多，希望精华液二裂酵母能发挥作用，用完再回购,2021-05-09 16:38:47,Null,Null,Null,True,1132604207573,False,面膜,化妆品净含量:10片,膜法世家逆时空黑面膜10片抗初老补水保湿二裂酵母紧致淡纹提亮女,tmall,https://detail.tmall.com/item.htm?id=626106598187&ns=1&abbucket=6
19,l***a,感觉不错 便宜合适，用一片感觉挺好 贴合度也不错,2021-05-09 15:30:31,Null,Null,Null,True,1131731861962,True,面膜,化妆品净含量:10片,膜法世家逆时空黑面膜10片抗初老补水保湿二裂酵母紧致淡纹提亮女,tmall,https://detail.tmall.com/item.htm?id=626106598187&ns=1&abbucket=6
20,t***2,之前就一直用膜法世家的面膜，喜欢这个牌子。这次是买给妈妈用的，好用的话会继续回购的。客服小姐姐态度也很好，会耐心解答我的问题，按我的要求推荐，值得信赖。喜欢的话快快入手吧,2021-05-11 12:19:03,Null,Null,Null,True,1132825847747,False,面膜,化妆品净含量:10片,膜法世家逆时空黑面膜10片抗初老补水保湿二裂酵母紧致淡纹提亮女,tmall,https://detail.tmall.com/item.htm?id=626106598187&ns=1&abbucket=6
21,叶***9,挺划算的，买3盒收2盒的钱，还送一片原装，5片水母的面膜，当晚就试用了，黑膜很贴合，也不乱掉，材质很舒服，蓝色的面膜也很贴合，不像之前用的面膜，贴在脸上很快就变形了。还送了一片给同事试用。用完回购，希望多多搞活动，再来囤货~,2021-05-08 14:37:21,Null,Null,Null,True,1132458991567,False,面膜,化妆品净含量:10片,膜法世家逆时空黑面膜10片抗初老补水保湿二裂酵母紧致淡纹提亮女,tmall,https://detail.tmall.com/item.htm?id=626106598187&ns=1&abbucket=6
22,箫***5,看了博主推荐来买的，买了一盒送了一片，混油皮昨天用了一次，感觉还不错，精华比之前买的蓝药丸多，也是比较好吸收。用一段时间再看看吧，目前来说，还是比较满意的。,2021-05-11 10:55:14,敷了很舒服,2021-05-11 10:57:14,0,True,1132814947699,False,面膜,化妆品净含量:10片,膜法世家逆时空黑面膜10片抗初老补水保湿二裂酵母紧致淡纹提亮女,tmall,https://detail.tmall.com/item.htm?id=626106598187&ns=1&abbucket=6
23,虫***1,整体评价：物流很快，第二天就到了，立马用了起来，很不错的一款面膜，推荐大家可以尝试哦！材质比较特殊，贴合度很不错！ 肤质改善情况：用了几次后皮肤明显好了一些， 吸收效果：吸收很好 ，不粘腻 ，很好吸收， 保湿效果：保湿效果非常好👍不错！！！ 我的肤质：敏感肌也可以尝试！,2021-05-07 22:24:40,Null,Null,Null,True,1131527729350,True,面膜,化妆品净含量:10片,膜法世家逆时空黑面膜10片抗初老补水保湿二裂酵母紧致淡纹提亮女,tmall,https://detail.tmall.com/item.htm?id=626106598187&ns=1&abbucket=6
