index,用户昵称,初评,初评日期,追评,追评日期,追评天数,是否有用,用户id,超级会员,产品,类别,标题,平台,商品链接
1,水***淘,做了皮秒，看介绍这款，就买了试，首先是敷完不用洗，很省事，摸上去很细腻暗，目前蓝色的用了8片，红色两片，肤色亮度有很明显改善，期待更好效果。,2021-05-09 22:47:33,Null,Null,Null,True,1131783253558,True,面膜,组合套餐:面膜组合套餐,【院线面膜】法国美帕壳聚糖修复面膜舒缓泛红冻干粉膜20gX30片,tmall,https://detail.tmall.com/item.htm?id=640154929009&ns=1&abbucket=6
2,妞***0,此用户没有填写评论!,2021-04-14 12:41:38,面膜收到了，已经使用一阵子了，我是敏感肌肤，感觉每次用完皮肤水嫩嫩的，也比之前白净一些，修复效果还要坚持下去再看看效果。活动价格给力，赠品也不错，用完感觉还要回购。,2021-04-27 15:05:36,28,True,1131074827052,True,面膜,组合套餐:壳聚糖面膜30p+焕白面膜*2+海粘土面膜*2+防晒霜,【院线面膜】法国美帕壳聚糖修复面膜舒缓泛红冻干粉膜20gX30片,tmall,https://detail.tmall.com/item.htm?id=640154929009&ns=1&abbucket=6
3,人***潮,我连用了3天，一点感觉也没有，不是说能白亮吗？为什么我用一点反应也没有，反而很干？还*贵，浪费2千块钱。,2021-05-14 23:46:03,Null,Null,Null,True,1131975236538,True,面膜,组合套餐:壳聚糖,【院线面膜】法国美帕壳聚糖修复面膜舒缓泛红冻干粉膜20gX30片,tmall,https://detail.tmall.com/item.htm?id=640154929009&ns=1&abbucket=6
4,d***寇,先是买了试用装 后来觉得真的不错又入手了三盒 活动还蛮合算的！第一次用 没掌握好搅膜的时间 浪费了半碗 心都碎了 第二次就掌握了 脖子一起都敷了，敷完之后皮肤嫩嫩的 对敏感肌 过敏皮肤太友好了！,2021-04-30 08:46:32,Null,Null,Null,True,1130529653943,True,面膜,组合套餐:面膜组合套餐,【院线面膜】法国美帕壳聚糖修复面膜舒缓泛红冻干粉膜20gX30片,tmall,https://detail.tmall.com/item.htm?id=640154929009&ns=1&abbucket=6
5,月***乐,此用户没有填写评论!,2021-05-04 15:02:22,真的很好用哦，用了一个星期了  泛红和肿大家的痘痘都得到了改善，大家如果爱过敏春夏换季一定要入试试。,2021-05-04 19:11:35,0,True,1130606160147,True,面膜,组合套餐:面膜组合套餐,【院线面膜】法国美帕壳聚糖修复面膜舒缓泛红冻干粉膜20gX30片,tmall,https://detail.tmall.com/item.htm?id=640154929009&ns=1&abbucket=6
6,s***j,使用效果：修复效果好；用过壳聚糖修复面膜后就爱上了，对我的敏感肌十分有效，搭配B5喷雾使用效果更佳，其他产品也都好用,2021-04-29 22:19:08,Null,Null,Null,True,1130959598996,True,面膜,组合套餐:面膜组合套餐,【院线面膜】法国美帕壳聚糖修复面膜舒缓泛红冻干粉膜20gX30片,tmall,https://detail.tmall.com/item.htm?id=640154929009&ns=1&abbucket=6
7,小***欣,已经买过俩次了，本人痘痘肌肤，用这还不错！现在很少长痘痘了，赶上活动买的，比平时便宜不少！,2021-04-30 10:10:38,Null,Null,Null,True,1131394951733,False,面膜,组合套餐:面膜组合套餐,【院线面膜】法国美帕壳聚糖修复面膜舒缓泛红冻干粉膜20gX30片,tmall,https://detail.tmall.com/item.htm?id=640154929009&ns=1&abbucket=6
8,尤***i,希望多做活动 ，感觉买早了，另外一个活动更划算。,2021-04-29 09:07:49,Null,Null,Null,True,1131268703737,False,面膜,组合套餐:面膜组合套餐,【院线面膜】法国美帕壳聚糖修复面膜舒缓泛红冻干粉膜20gX30片,tmall,https://detail.tmall.com/item.htm?id=640154929009&ns=1&abbucket=6
9,不***1,不错，是正品，好用，效果明显，满意。,2021-04-27 13:07:35,Null,Null,Null,True,1130656598475,False,面膜,组合套餐:面膜组合套餐,【院线面膜】法国美帕壳聚糖修复面膜舒缓泛红冻干粉膜20gX30片,tmall,https://detail.tmall.com/item.htm?id=640154929009&ns=1&abbucket=6
10,t***5,好评。非常适合做医美的朋友购买。,2021-04-30 22:05:15,Null,Null,Null,True,1131078566823,False,面膜,组合套餐:面膜组合套餐,【院线面膜】法国美帕壳聚糖修复面膜舒缓泛红冻干粉膜20gX30片,tmall,https://detail.tmall.com/item.htm?id=640154929009&ns=1&abbucket=6
11,进***姐,修复敏感性,2021-04-27 12:14:08,Null,Null,Null,True,1130650186065,True,面膜,组合套餐:面膜组合套餐,【院线面膜】法国美帕壳聚糖修复面膜舒缓泛红冻干粉膜20gX30片,tmall,https://detail.tmall.com/item.htm?id=640154929009&ns=1&abbucket=6
12,t***3,包装品质：好 商品气味：没有 使用效果：好,2021-05-02 17:13:10,Null,Null,Null,True,1131277174786,True,面膜,组合套餐:面膜组合套餐,【院线面膜】法国美帕壳聚糖修复面膜舒缓泛红冻干粉膜20gX30片,tmall,https://detail.tmall.com/item.htm?id=640154929009&ns=1&abbucket=6
13,猪***5,好用，第二天起来脸软软的，用的农夫山泉敷的，补水效果可以，第二天妆服帖，不脱妆，赞，价格是真的贵,2021-04-15 19:08:21,Null,Null,Null,True,1128305996749,True,面膜,组合套餐:壳聚糖面膜30p组合,【院线面膜】法国美帕壳聚糖修复面膜舒缓泛红冻干粉膜20gX30片,tmall,https://detail.tmall.com/item.htm?id=640154929009&ns=1&abbucket=6
14,感***心,还没有开始用 东西挺多的  就是价格不美丽希望有效果,2021-04-12 22:22:57,Null,Null,Null,True,1129223343566,True,面膜,组合套餐:壳聚糖面膜30p组合,【院线面膜】法国美帕壳聚糖修复面膜舒缓泛红冻干粉膜20gX30片,tmall,https://detail.tmall.com/item.htm?id=640154929009&ns=1&abbucket=6
15,l***6,偶然间接触到这款产品，真的超级好用，直播间小哥哥和客服小姐姐人都超级好，赞👍🏻👍🏻👍🏻,2021-05-17 15:31:14,Null,Null,Null,True,1132749245158,False,面膜,组合套餐:壳聚糖面膜30p套组,【院线面膜】法国美帕壳聚糖修复面膜舒缓泛红冻干粉膜20gX30片,tmall,https://detail.tmall.com/item.htm?id=640154929009&ns=1&abbucket=6
16,t***1,在徐杉直播间购买，在家做都堪比美容院效果，贵点也物有所值了,2021-05-18 05:43:45,Null,Null,Null,True,1132362392613,False,面膜,组合套餐:壳聚糖,【院线面膜】法国美帕壳聚糖修复面膜舒缓泛红冻干粉膜20gX30片,tmall,https://detail.tmall.com/item.htm?id=640154929009&ns=1&abbucket=6
17,紫***飒,面膜用起来很舒服，客服服务态度也超好很耐心,2021-05-17 22:47:55,Null,Null,Null,True,1133668635167,True,面膜,组合套餐:壳聚糖,【院线面膜】法国美帕壳聚糖修复面膜舒缓泛红冻干粉膜20gX30片,tmall,https://detail.tmall.com/item.htm?id=640154929009&ns=1&abbucket=6
18,t***9,刚签收就用上了，脸有过敏反应,2021-05-18 08:38:10,Null,Null,Null,True,1132820205903,False,面膜,组合套餐:壳聚糖,【院线面膜】法国美帕壳聚糖修复面膜舒缓泛红冻干粉膜20gX30片,tmall,https://detail.tmall.com/item.htm?id=640154929009&ns=1&abbucket=6
19,1***h,还没使用，期待效果！,2021-05-18 16:10:45,Null,Null,Null,True,1132886009887,False,面膜,组合套餐:壳聚糖,【院线面膜】法国美帕壳聚糖修复面膜舒缓泛红冻干粉膜20gX30片,tmall,https://detail.tmall.com/item.htm?id=640154929009&ns=1&abbucket=6
20,吴***0,还没用,2021-05-18 18:06:44,Null,Null,Null,True,1133355942401,True,面膜,组合套餐:壳聚糖,【院线面膜】法国美帕壳聚糖修复面膜舒缓泛红冻干粉膜20gX30片,tmall,https://detail.tmall.com/item.htm?id=640154929009&ns=1&abbucket=6
21,刘***6,不错,2021-05-18 10:17:46,Null,Null,Null,True,1132835209129,True,面膜,组合套餐:壳聚糖,【院线面膜】法国美帕壳聚糖修复面膜舒缓泛红冻干粉膜20gX30片,tmall,https://detail.tmall.com/item.htm?id=640154929009&ns=1&abbucket=6
22,十***p,好,2021-05-18 08:49:20,Null,Null,Null,True,1133688339270,False,面膜,组合套餐:壳聚糖,【院线面膜】法国美帕壳聚糖修复面膜舒缓泛红冻干粉膜20gX30片,tmall,https://detail.tmall.com/item.htm?id=640154929009&ns=1&abbucket=6
23,5***1,特别好用👍👍👍,2021-05-18 08:45:21,Null,Null,Null,True,1132370940714,False,面膜,组合套餐:壳聚糖,【院线面膜】法国美帕壳聚糖修复面膜舒缓泛红冻干粉膜20gX30片,tmall,https://detail.tmall.com/item.htm?id=640154929009&ns=1&abbucket=6
24,紫***9,好用,2021-05-15 23:48:06,Null,Null,Null,True,1132547445586,True,面膜,组合套餐:壳聚糖,【院线面膜】法国美帕壳聚糖修复面膜舒缓泛红冻干粉膜20gX30片,tmall,https://detail.tmall.com/item.htm?id=640154929009&ns=1&abbucket=6
25,梦***泪,非常满意,2021-05-15 18:27:27,Null,Null,Null,True,1132070612071,True,面膜,组合套餐:壳聚糖,【院线面膜】法国美帕壳聚糖修复面膜舒缓泛红冻干粉膜20gX30片,tmall,https://detail.tmall.com/item.htm?id=640154929009&ns=1&abbucket=6
26,t***9,昨天回来就迫不及待的用了，真的是一次就见效啊，用完皮肤真的超细腻，决定一直用，那些垃圾面膜再也不买了！本人敏感肌有轻微红血丝，早上起来效果可见！棒棒的,2021-05-17 07:00:39,Null,Null,Null,True,1132232512712,False,面膜,组合套餐:壳聚糖,【院线面膜】法国美帕壳聚糖修复面膜舒缓泛红冻干粉膜20gX30片,tmall,https://detail.tmall.com/item.htm?id=640154929009&ns=1&abbucket=6
27,迪***6,一般吧刚用不知道以后效果   喷雾还可以 面霜难闻,2021-05-15 18:16:16,Null,Null,Null,True,1132966842583,False,面膜,组合套餐:壳聚糖,【院线面膜】法国美帕壳聚糖修复面膜舒缓泛红冻干粉膜20gX30片,tmall,https://detail.tmall.com/item.htm?id=640154929009&ns=1&abbucket=6
28,t***0,杉姐推荐的肯定好,2021-05-15 13:41:16,Null,Null,Null,True,1132476145776,False,面膜,组合套餐:壳聚糖,【院线面膜】法国美帕壳聚糖修复面膜舒缓泛红冻干粉膜20gX30片,tmall,https://detail.tmall.com/item.htm?id=640154929009&ns=1&abbucket=6
29,刘***原,今天到，睡在晚都得用，必须试用一下效果，果真名不虚传，好使，得劲儿。皮肤嫩不少，明显感觉细腻了。值得购买姐妹们。,2021-05-15 02:17:42,Null,Null,Null,True,1132877186763,True,面膜,组合套餐:壳聚糖,【院线面膜】法国美帕壳聚糖修复面膜舒缓泛红冻干粉膜20gX30片,tmall,https://detail.tmall.com/item.htm?id=640154929009&ns=1&abbucket=6
30,长***o,买好多次了，修复力很抢强,2021-05-16 12:56:36,Null,Null,Null,True,1132595721854,True,面膜,组合套餐:壳聚糖,【院线面膜】法国美帕壳聚糖修复面膜舒缓泛红冻干粉膜20gX30片,tmall,https://detail.tmall.com/item.htm?id=640154929009&ns=1&abbucket=6
31,w***6,包装品质：超高级  商品气味：没什么味道 使用效果：效果真的好,2021-05-17 12:23:33,Null,Null,Null,True,1132721233478,False,面膜,组合套餐:壳聚糖,【院线面膜】法国美帕壳聚糖修复面膜舒缓泛红冻干粉膜20gX30片,tmall,https://detail.tmall.com/item.htm?id=640154929009&ns=1&abbucket=6
32,l***7,自己而是我用过最好用的面膜,2021-05-15 15:55:54,Null,Null,Null,True,1132496725150,True,面膜,组合套餐:壳聚糖,【院线面膜】法国美帕壳聚糖修复面膜舒缓泛红冻干粉膜20gX30片,tmall,https://detail.tmall.com/item.htm?id=640154929009&ns=1&abbucket=6
33,户***9,用完脸上痒，后期要是好再改好评，我只是实话实说，徐衫售后服务真不好,2021-05-16 15:54:21,Null,Null,Null,True,1133486907701,False,面膜,组合套餐:壳聚糖,【院线面膜】法国美帕壳聚糖修复面膜舒缓泛红冻干粉膜20gX30片,tmall,https://detail.tmall.com/item.htm?id=640154929009&ns=1&abbucket=6
34,w***6,刚收到，晚上试一试,2021-05-16 14:08:56,Null,Null,Null,True,1132605893994,True,面膜,组合套餐:壳聚糖,【院线面膜】法国美帕壳聚糖修复面膜舒缓泛红冻干粉膜20gX30片,tmall,https://detail.tmall.com/item.htm?id=640154929009&ns=1&abbucket=6
35,每***盈,还可以吧,2021-05-17 09:02:13,Null,Null,Null,True,1133556047604,False,面膜,组合套餐:壳聚糖,【院线面膜】法国美帕壳聚糖修复面膜舒缓泛红冻干粉膜20gX30片,tmall,https://detail.tmall.com/item.htm?id=640154929009&ns=1&abbucket=6
36,1***o,超级好用,2021-05-16 11:12:05,Null,Null,Null,True,1132582357412,True,面膜,组合套餐:壳聚糖,【院线面膜】法国美帕壳聚糖修复面膜舒缓泛红冻干粉膜20gX30片,tmall,https://detail.tmall.com/item.htm?id=640154929009&ns=1&abbucket=6
37,t***1,所谓送给你的东西 也是自己花钱买的！ 其实直接买十盒2800最划算！ 只是她们换了套路！ 这种小样真心不行！ 就花一千多买个教训吧！,2021-05-15 02:35:09,Null,Null,Null,True,1131980024074,False,面膜,组合套餐:壳聚糖,【院线面膜】法国美帕壳聚糖修复面膜舒缓泛红冻干粉膜20gX30片,tmall,https://detail.tmall.com/item.htm?id=640154929009&ns=1&abbucket=6
38,j***5,好啊好啊好啊好啊好啊好啊好啊好啊好啊好啊吧,2021-05-17 12:28:13,Null,Null,Null,True,1133173886917,True,面膜,组合套餐:壳聚糖,【院线面膜】法国美帕壳聚糖修复面膜舒缓泛红冻干粉膜20gX30片,tmall,https://detail.tmall.com/item.htm?id=640154929009&ns=1&abbucket=6
