index,用户昵称,初评,初评日期,追评,追评日期,追评天数,是否有用,用户id,超级会员,产品,类别,标题,平台,商品链接
1,t***8,真的对黑头有很大的作用，真的可以弄出来很多垃圾！我会继续长期使用，还会继续采购！,2021-05-04 08:08:56,Null,Null,Null,True,1130993549636,False,面膜,化妆品净含量:35g,博乐达水杨酸清洁去痘去黑头闭口粉刺淡化痘印涂抹式刷酸面膜女男,tmall,https://detail.tmall.com/item.htm?id=623918494721&ns=1&abbucket=6
2,t***9,第一次刷酸，是凝胶质地，只抹了鼻子十分钟，我原本就有点起皮，但是清洗后没有发红，做了保湿补水，刚开始建立耐受，还没看到成效，但我有点敏感的肤质没出毛病就很好了(✪▽✪) 一个月后再来追评，但是客服小姐姐/小哥哥服务态度真的好棒，有问必答，给你们打call，包装快递很完好，也好看，点赞点赞（｡&ograve; &forall; &oacute;｡）～,2021-05-12 23:29:16,嗯哼客服服务超棒 回答超细心(￣&forall;￣),2021-05-14 00:24:05,3,True,1132619302392,False,面膜,化妆品净含量:35g,博乐达水杨酸清洁去痘去黑头闭口粉刺淡化痘印涂抹式刷酸面膜女男,tmall,https://detail.tmall.com/item.htm?id=623918494721&ns=1&abbucket=6
3,2***子,新手时间最好是以五分钟为单位增加，后续补水最好是纯补水啥功能都没有不然真的很容易有反应，我就敷30然后用了一个舒缓的水湿敷，然后脸颊泛红了，红的要*。,2021-05-14 14:04:44,Null,Null,Null,True,1131907048732,True,面膜,化妆品净含量:35g,博乐达水杨酸清洁去痘去黑头闭口粉刺淡化痘印涂抹式刷酸面膜女男,tmall,https://detail.tmall.com/item.htm?id=623918494721&ns=1&abbucket=6
4,关***义,18年-20年期间反复长痘，各种方法尝试无果，红肿 爆痘 暗沉 油光可以说这张脸一直没好过。第一次买是骆王宇安利的，刚开始就爆痘害怕了，直到看了科普才放心。慢慢的红肿痘痘也消了很多。现在的皮肤很健康 很少长痘了，也时常备着安心。,2021-05-10 13:21:58,Null,Null,Null,True,1131842953587,False,面膜,化妆品净含量:35g,博乐达水杨酸清洁去痘去黑头闭口粉刺淡化痘印涂抹式刷酸面膜女男,tmall,https://detail.tmall.com/item.htm?id=623918494721&ns=1&abbucket=6
5,t***9,皮肤科医师推荐使用，针对黑头和祛痘效果不错，但用完记得补水，要不然脸会脱皮！,2021-05-09 22:44:29,Null,Null,Null,True,1132644883408,False,面膜,化妆品净含量:35g,博乐达水杨酸清洁去痘去黑头闭口粉刺淡化痘印涂抹式刷酸面膜女男,tmall,https://detail.tmall.com/item.htm?id=623918494721&ns=1&abbucket=6
6,x***0,肤质改善情况：用了十来天皮肤变白变细腻了，痘痘也少了很多，出油黑逗倒没怎么变化 保湿效果：油皮感觉一点都不干 我的肤质：油皮 整体评价：甜茶小姐姐态度很好人很细心,2021-05-11 15:27:19,Null,Null,Null,True,1131988869449,False,面膜,化妆品净含量:35g,博乐达水杨酸清洁去痘去黑头闭口粉刺淡化痘印涂抹式刷酸面膜女男,tmall,https://detail.tmall.com/item.htm?id=623918494721&ns=1&abbucket=6
7,t***4,此用户没有填写评论!,2021-04-22 23:06:03,感觉不错，有明显的祛痘样子，不过爆痘的时候真痛苦，现在还在坚持用，希望痘印什么的也都有用吧嘤嘤嘤， 客服甜茶小叮当暮晨小虾也很好，问问题也很耐心,2021-05-11 11:54:20,33,True,1132411890337,False,面膜,化妆品净含量:35g,博乐达水杨酸清洁去痘去黑头闭口粉刺淡化痘印涂抹式刷酸面膜女男,tmall,https://detail.tmall.com/item.htm?id=623918494721&ns=1&abbucket=6
8,夏***子,"DB现在已经是第三❗瓶了,闭口少了,回购第💕二次了。毛孔变小了,📖痘印淡了,皮肤的毛孔🕔也变小了很多。看很多💰博主推荐,就没拍。值🔧得信赖,黑头少了,也🐲看着透白了。客服秣茴🍟很耐心的帮忙解答,宝🍄贝收到,痘痘消下去了😹,",2021-04-16 13:35:08,看我晒图！！非常划算吆！,2021-04-19 19:23:16,7,True,1128818705688,False,面膜,化妆品净含量:35g,博乐达水杨酸清洁去痘去黑头闭口粉刺淡化痘印涂抹式刷酸面膜女男,tmall,https://detail.tmall.com/item.htm?id=623918494721&ns=1&abbucket=6
9,t***4,整体评价：因为我皮肤耐受度还不错，直接上手刷酸，刚开始皮肤会辣辣的，但是我后面就立刻洗掉真的能够缓解痘肌和痘印，值得入手，虽然小贵（对于学生党而言） 肤质改善情况：非常好 吸收效果：很好 保湿效果：一般 我的肤质：混油皮,2021-05-14 15:00:21,Null,Null,Null,True,1133225991428,False,面膜,化妆品净含量:35g,博乐达水杨酸清洁去痘去黑头闭口粉刺淡化痘印涂抹式刷酸面膜女男,tmall,https://detail.tmall.com/item.htm?id=623918494721&ns=1&abbucket=6
10,魏***2,很不错哦 用了有一个星期了，我的皮肤属于油痘肌，还是比较耐*的，现在已经每天可以坚持用两个小时了，毛孔有所改善，黑头也确实变小了，也有催熟痘痘的感觉，也有两颗痘痘，已经从发红变硬变成软的了，坚持使用，期待有好的效果\^O^/,2021-05-12 12:07:04,Null,Null,Null,True,1132949291306,False,面膜,化妆品净含量:35g,博乐达水杨酸清洁去痘去黑头闭口粉刺淡化痘印涂抹式刷酸面膜女男,tmall,https://detail.tmall.com/item.htm?id=623918494721&ns=1&abbucket=6
11,北***3,整体评价：质地是黏黏的 肤质改善情况：才用了两次 以后看看使用情况如何 吸收效果：第一次只敷了五分钟 没有红肿过敏等情况 第二次敷了一晚上 第二天洗掉 感觉也就那样 多用两次再看吧 保湿效果：保湿效果挺好的 第二天洗完脸感觉皮肤有点滑 不知道是不是假滑 我的肤质：T区出油 其他地方偏干,2021-05-09 13:58:56,Null,Null,Null,True,1132579947973,True,面膜,化妆品净含量:35g,博乐达水杨酸清洁去痘去黑头闭口粉刺淡化痘印涂抹式刷酸面膜女男,tmall,https://detail.tmall.com/item.htm?id=623918494721&ns=1&abbucket=6
12,t***7,我是敏感皮，用了这款没有过敏还挺好的，送的敷料和洗脸巾也非常nice，另外客服小虾态度超好，回复很快！,2021-05-10 17:52:12,Null,Null,Null,True,1132745551650,False,面膜,化妆品净含量:35g,博乐达水杨酸清洁去痘去黑头闭口粉刺淡化痘印涂抹式刷酸面膜女男,tmall,https://detail.tmall.com/item.htm?id=623918494721&ns=1&abbucket=6
13,张***6,肤质改善情况：痘痘没什么感觉 但是脸部感觉干净了很多 黑头出来了很多 还是挺喜欢的 就是量太少了 但是会回购                 值得入手  我的肤质：超级大敏感肌 用这个完全不会泛红 刺痛 在不破坏角质层的情况下 清洁了,2021-05-10 18:02:10,心悦七七,2021-05-10 18:16:41,6,True,1132747375183,False,面膜,化妆品净含量:35g,博乐达水杨酸清洁去痘去黑头闭口粉刺淡化痘印涂抹式刷酸面膜女男,tmall,https://detail.tmall.com/item.htm?id=623918494721&ns=1&abbucket=6
14,张***9,买来刷酸了两次  第一次使用上脸感觉不到刺痛 上脸黏糊糊的  第二次搭配了生理盐水使用  有了刺痛感 说是搭配生理盐水揉会乳化  我揉不出来  第三次也揉不出来 上脸时间久了 啊  好痛  洗了脸还是刺痛  吹着风缓解脸部火辣感   效果还是有的  对有脓疱的痘痘好有用第二天开始干瘪  期待后面效果  就是买的35g 感觉少啊  用不了几次呀,2021-05-11 11:03:22,Null,Null,Null,True,1132405422169,False,面膜,化妆品净含量:35g,博乐达水杨酸清洁去痘去黑头闭口粉刺淡化痘印涂抹式刷酸面膜女男,tmall,https://detail.tmall.com/item.htm?id=623918494721&ns=1&abbucket=6
15,a***驴,甜茶小姐姐态度超好，特别满意，下次还会再来，东西正在使用中。,2021-05-10 09:50:57,Null,Null,Null,True,1131368008144,False,面膜,化妆品净含量:35g,博乐达水杨酸清洁去痘去黑头闭口粉刺淡化痘印涂抹式刷酸面膜女男,tmall,https://detail.tmall.com/item.htm?id=623918494721&ns=1&abbucket=6
16,y***5,整体评价：我的痘印很多年了 见效比较慢 这是买的第一瓶 已经坚持了四个月了  如果再把这瓶用完 差不多能坚持八九个月左右  如果痘印再没有淡下去 真的就是没用了 肤质改善情况：目前没有太大的明显改变 个人认为觉得有点贵 也没有啥子好的赠品  而且有些肤质不能刷酸 不建议轻易尝试 我的肤质：混油皮 加 痘痘肌,2021-05-13 13:45:56,Null,Null,Null,True,1132223921322,False,面膜,化妆品净含量:35g,博乐达水杨酸清洁去痘去黑头闭口粉刺淡化痘印涂抹式刷酸面膜女男,tmall,https://detail.tmall.com/item.htm?id=623918494721&ns=1&abbucket=6
17,哈***5,肤质改善情况：涂上稍微有点刺痛的感觉 痘痘有消下去一点 但痘印还在 需要继续用用看,2021-05-12 23:11:57,Null,Null,Null,True,1132167553980,False,面膜,化妆品净含量:35g,博乐达水杨酸清洁去痘去黑头闭口粉刺淡化痘印涂抹式刷酸面膜女男,tmall,https://detail.tmall.com/item.htm?id=623918494721&ns=1&abbucket=6
18,谢***游,整体评价：不黏腻，第一次刷五分钟，在敷上舒缓补水面膜，可以坚持。鼻头光滑了许多 ，脸部也没有刺痛的感觉，起来也没有爆痘冒白头之类的。看来是适合我的肤质。 肤质改善情况：第一天使用，不爆痘，不刺痛 吸收效果：第一次刷酸五分钟，涂上就差不多干了 保湿效果：一般般，洗完脸之后很干 我的肤质：油皮痘痘肌,2021-05-13 10:52:07,Null,Null,Null,True,1131753152739,False,面膜,化妆品净含量:35g,博乐达水杨酸清洁去痘去黑头闭口粉刺淡化痘印涂抹式刷酸面膜女男,tmall,https://detail.tmall.com/item.htm?id=623918494721&ns=1&abbucket=6
19,t***3,此用户没有填写评论!,2021-05-03 11:02:04,本来不想评价的 用了二十多天没有一点感觉和效果 最起码剃完胡子的地方涂酸有点刺痛感也没有 看到朋友一个皮肤嫩嫩的女孩子用了也是没有感觉 客服一昧的态度就是他们产品没有问题 都是我的问题就不爽了 我一开始也是上脸两三个小时 后来隔夜再洗 三四百块钱哪怕给点不良反应我也觉得产品有效啊,2021-05-12 09:52:20,23,True,1132067997239,False,面膜,化妆品净含量:100g,博乐达水杨酸清洁去痘去黑头闭口粉刺淡化痘印涂抹式刷酸面膜女男,tmall,https://detail.tmall.com/item.htm?id=623918494721&ns=1&abbucket=6
20,我***诶,不太行 去医院了 烦,2021-05-11 16:38:23,Null,Null,Null,True,1131554504347,True,面膜,化妆品净含量:35g,博乐达水杨酸清洁去痘去黑头闭口粉刺淡化痘印涂抹式刷酸面膜女男,tmall,https://detail.tmall.com/item.htm?id=623918494721&ns=1&abbucket=6
21,m***猫,5月6号第一次用就在脸上保持了5分钟就洗下去了，面膜用的可复美的，晚上不到10点就睡了，第二天虽然没爆痘也没脱皮但脸明显黄了好几个度，之后一直没敢再用了，也没化妆，防晒乳用的薇诺娜的，上下班路途上10分钟左右能晒到太阳但都有补涂防晒，并佩戴口罩，到今天贴了4贴可复美，两贴芙清了现在肤色也没调回来，皮肤也没有明显变化,2021-05-11 20:33:46,Null,Null,Null,True,1132027149835,False,面膜,化妆品净含量:35g,博乐达水杨酸清洁去痘去黑头闭口粉刺淡化痘印涂抹式刷酸面膜女男,tmall,https://detail.tmall.com/item.htm?id=623918494721&ns=1&abbucket=6
22,c***e,亲身体验完来提测评感受！我给五颗星，除了有点小贵没任何毛病。  整体评价：针对油皮和混油皮很适合，有一点点刺痛感，但一会儿就消失了，我第一次敷T区和下巴，第一次就用了20分钟，洗完之后黑头全部溶出，很震惊！用黑头铲后特别有成就感，但切记用完后补水！补水！补水！我用了芦荟凝胶厚敷，洗完再上保湿精华。个人建议有条件的可以用械字号补水面膜。,2021-05-07 18:29:32,Null,Null,Null,True,1131951798342,True,面膜,化妆品净含量:35g,博乐达水杨酸清洁去痘去黑头闭口粉刺淡化痘印涂抹式刷酸面膜女男,tmall,https://detail.tmall.com/item.htm?id=623918494721&ns=1&abbucket=6
23,罗***7,用了第一次 没有爆痘 只是刚上脸轻微刺激后来就好了 洗脸了滑滑的 不错 期待效果,2021-05-13 09:25:52,Null,Null,Null,True,1131741580107,True,面膜,化妆品净含量:35g,博乐达水杨酸清洁去痘去黑头闭口粉刺淡化痘印涂抹式刷酸面膜女男,tmall,https://detail.tmall.com/item.htm?id=623918494721&ns=1&abbucket=6
24,百***斗,比较温和，目前还没有看到功效,2021-05-12 08:36:58,Null,Null,Null,True,1132508538562,False,面膜,化妆品净含量:35g,博乐达水杨酸清洁去痘去黑头闭口粉刺淡化痘印涂抹式刷酸面膜女男,tmall,https://detail.tmall.com/item.htm?id=623918494721&ns=1&abbucket=6
25,小***汪,个人感觉还是很温和的，我已经耐受了，敷着过夜，第二天一早脸会比较平滑，支持。赞美细心周到的客服秣茴。,2021-05-13 22:18:18,Null,Null,Null,True,1131840412438,False,面膜,化妆品净含量:35g,博乐达水杨酸清洁去痘去黑头闭口粉刺淡化痘印涂抹式刷酸面膜女男,tmall,https://detail.tmall.com/item.htm?id=623918494721&ns=1&abbucket=6
