index,用户昵称,初评,初评日期,追评,追评日期,追评天数,是否有用,用户id,超级会员,产品,类别,标题,平台,商品链接
1,邹***啊,发货快速 送货上门的 这个面膜 平时敷敷 缓解下皮肤干燥 还是可以的 盒子里磁铁 验过 是正品,2021-05-11 10:30:44,Null,Null,Null,True,1131949017299,True,面膜,化妆品净含量:10片,MEDIHEAL/美迪惠尔韩国可莱丝NMF水库面膜10片补水保湿男女面膜,tmall,https://detail.tmall.com/item.htm?id=599140277992&ns=1&abbucket=6
2,陈***爱,非常好呀！,2021-05-10 09:16:20,Null,Null,Null,True,1132668971431,False,面膜,化妆品净含量:10片,MEDIHEAL/美迪惠尔韩国可莱丝NMF水库面膜10片补水保湿男女面膜,tmall,https://detail.tmall.com/item.htm?id=599140277992&ns=1&abbucket=6
3,t***5,挺快的啊,2021-05-09 14:22:44,Null,Null,Null,True,1132172358474,True,面膜,化妆品净含量:10片,MEDIHEAL/美迪惠尔韩国可莱丝NMF水库面膜10片补水保湿男女面膜,tmall,https://detail.tmall.com/item.htm?id=599140277992&ns=1&abbucket=6
4,c***0,用来用去还是这个好，基础保湿,2021-05-11 10:38:04,Null,Null,Null,True,1132401470246,False,面膜,化妆品净含量:10片,MEDIHEAL/美迪惠尔韩国可莱丝NMF水库面膜10片补水保湿男女面膜,tmall,https://detail.tmall.com/item.htm?id=599140277992&ns=1&abbucket=6
5,暧***7,还不错价格也优惠 保湿效果：很好和之前买的一样,2021-05-08 10:07:47,Null,Null,Null,True,1132419427633,False,面膜,化妆品净含量:10片,MEDIHEAL/美迪惠尔韩国可莱丝NMF水库面膜10片补水保湿男女面膜,tmall,https://detail.tmall.com/item.htm?id=599140277992&ns=1&abbucket=6
6,鱼***灬,有活动的时候买的，非常的划算，囤了好多,2021-05-06 10:40:36,Null,Null,Null,True,1131297237991,False,面膜,化妆品净含量:10片,MEDIHEAL/美迪惠尔韩国可莱丝NMF水库面膜10片补水保湿男女面膜,tmall,https://detail.tmall.com/item.htm?id=599140277992&ns=1&abbucket=6
7,z***y,希望好用,2021-05-10 10:46:19,Null,Null,Null,True,1132271922758,True,面膜,化妆品净含量:10片,MEDIHEAL/美迪惠尔韩国可莱丝NMF水库面膜10片补水保湿男女面膜,tmall,https://detail.tmall.com/item.htm?id=599140277992&ns=1&abbucket=6
8,熊***人,做活动买的 划算,2021-05-03 11:21:45,Null,Null,Null,True,1131754407624,False,面膜,化妆品净含量:10片,MEDIHEAL/美迪惠尔韩国可莱丝NMF水库面膜10片补水保湿男女面膜,tmall,https://detail.tmall.com/item.htm?id=599140277992&ns=1&abbucket=6
9,梁***琼,保湿效果：挺好，如果能有赠品试下更好！,2021-05-03 22:52:06,Null,Null,Null,True,1131428530318,False,面膜,化妆品净含量:10片,MEDIHEAL/美迪惠尔韩国可莱丝NMF水库面膜10片补水保湿男女面膜,tmall,https://detail.tmall.com/item.htm?id=599140277992&ns=1&abbucket=6
10,李***1,今天用了，很好，便宜,2021-05-07 21:27:04,Null,Null,Null,True,1131521853026,True,面膜,化妆品净含量:10片,MEDIHEAL/美迪惠尔韩国可莱丝NMF水库面膜10片补水保湿男女面膜,tmall,https://detail.tmall.com/item.htm?id=599140277992&ns=1&abbucket=6
11,t***5,效果还不错,2021-05-07 16:47:31,Null,Null,Null,True,1131488217238,False,面膜,化妆品净含量:10片,MEDIHEAL/美迪惠尔韩国可莱丝NMF水库面膜10片补水保湿男女面膜,tmall,https://detail.tmall.com/item.htm?id=599140277992&ns=1&abbucket=6
12,颛***湮,朋友推荐的，据说不错。,2021-05-07 12:02:15,Null,Null,Null,True,1131001484639,False,面膜,化妆品净含量:10片,MEDIHEAL/美迪惠尔韩国可莱丝NMF水库面膜10片补水保湿男女面膜,tmall,https://detail.tmall.com/item.htm?id=599140277992&ns=1&abbucket=6
13,在***去,还没用，朋友用的蛮好的,2021-05-07 09:36:11,Null,Null,Null,True,1131872210378,True,面膜,化妆品净含量:10片,MEDIHEAL/美迪惠尔韩国可莱丝NMF水库面膜10片补水保湿男女面膜,tmall,https://detail.tmall.com/item.htm?id=599140277992&ns=1&abbucket=6
14,c***2,可以，到货快,2021-05-05 09:13:14,Null,Null,Null,True,1131571618124,True,面膜,化妆品净含量:10片,MEDIHEAL/美迪惠尔韩国可莱丝NMF水库面膜10片补水保湿男女面膜,tmall,https://detail.tmall.com/item.htm?id=599140277992&ns=1&abbucket=6
15,e***1,第二次网上购了，目前感觉还不错。,2021-05-14 12:39:26,Null,Null,Null,True,1132791778944,False,面膜,化妆品净含量:10片,MEDIHEAL/美迪惠尔韩国可莱丝NMF水库面膜10片补水保湿男女面膜,tmall,https://detail.tmall.com/item.htm?id=599140277992&ns=1&abbucket=6
16,立***m,发货很快，喜欢的,2021-05-03 14:43:20,Null,Null,Null,True,1131372998232,True,面膜,化妆品净含量:10片,MEDIHEAL/美迪惠尔韩国可莱丝NMF水库面膜10片补水保湿男女面膜,tmall,https://detail.tmall.com/item.htm?id=599140277992&ns=1&abbucket=6
17,t***0,一直用的，舒服保湿,2021-04-28 10:57:57,Null,Null,Null,True,1131165055970,True,面膜,化妆品净含量:10片,MEDIHEAL/美迪惠尔韩国可莱丝NMF水库面膜10片补水保湿男女面膜,tmall,https://detail.tmall.com/item.htm?id=599140277992&ns=1&abbucket=6
18,t***7,还没用过，用后反馈哦！,2021-04-29 16:47:35,Null,Null,Null,True,1131328115866,False,面膜,化妆品净含量:10片,MEDIHEAL/美迪惠尔韩国可莱丝NMF水库面膜10片补水保湿男女面膜,tmall,https://detail.tmall.com/item.htm?id=599140277992&ns=1&abbucket=6
19,文***郎,宝贝收到了. 真不错好评！,2021-04-30 12:36:41,Null,Null,Null,True,1130119180750,True,面膜,化妆品净含量:10片,MEDIHEAL/美迪惠尔韩国可莱丝NMF水库面膜10片补水保湿男女面膜,tmall,https://detail.tmall.com/item.htm?id=599140277992&ns=1&abbucket=6
20,p***e,还可以吧至少没过敏嚯哈哈哈哈哈,2021-05-02 18:36:27,Null,Null,Null,True,1130397240433,False,面膜,化妆品净含量:10片,MEDIHEAL/美迪惠尔韩国可莱丝NMF水库面膜10片补水保湿男女面膜,tmall,https://detail.tmall.com/item.htm?id=599140277992&ns=1&abbucket=6
21,我***6,很划算，也值得信赖,2021-04-16 22:17:29,Null,Null,Null,True,1129325742373,True,面膜,化妆品净含量:10片,MEDIHEAL/美迪惠尔韩国可莱丝NMF水库面膜10片补水保湿男女面膜,tmall,https://detail.tmall.com/item.htm?id=599140277992&ns=1&abbucket=6
22,x***3,挺划算的，送了眼膜，天猫超市的品质还是有所保障。,2021-04-19 10:40:09,Null,Null,Null,True,1130007747898,False,面膜,化妆品净含量:10片,MEDIHEAL/美迪惠尔韩国可莱丝NMF水库面膜10片补水保湿男女面膜,tmall,https://detail.tmall.com/item.htm?id=599140277992&ns=1&abbucket=6
23,雨***你,包装很好，质量非常棒，宝贝完全符合卖家的描述，可以放心购买😍感谢🙏,2021-04-19 10:11:00,Null,Null,Null,True,1129604002204,True,面膜,化妆品净含量:10片,MEDIHEAL/美迪惠尔韩国可莱丝NMF水库面膜10片补水保湿男女面膜,tmall,https://detail.tmall.com/item.htm?id=599140277992&ns=1&abbucket=6
24,某***梓,整体评价：不错子 肤质改善情况：还没用，单纯补水应该可以,2021-04-22 11:26:01,Null,Null,Null,True,1130405671781,True,面膜,化妆品净含量:10片,MEDIHEAL/美迪惠尔韩国可莱丝NMF水库面膜10片补水保湿男女面膜,tmall,https://detail.tmall.com/item.htm?id=599140277992&ns=1&abbucket=6
25,h***y,用了两片了，第一次买这款面膜，本来脸上很容易过敏容易泛红，用了两次镇静的作用挺好的，用完脸上几乎没有泛红，吸收挺快的。,2021-05-13 08:46:08,Null,Null,Null,True,1133047463117,True,面膜,化妆品净含量:10片,MEDIHEAL/美迪惠尔韩国可莱丝NMF水库面膜10片补水保湿男女面膜,tmall,https://detail.tmall.com/item.htm?id=599140277992&ns=1&abbucket=6
26,天***5,包装很好，就是很小一盒，比我在外面买的小一点,2021-05-03 09:51:28,Null,Null,Null,True,1130885761980,True,面膜,化妆品净含量:10片,MEDIHEAL/美迪惠尔韩国可莱丝NMF水库面膜10片补水保湿男女面膜,tmall,https://detail.tmall.com/item.htm?id=599140277992&ns=1&abbucket=6
27,d***n,天猫超市送赠品的绝对要截图保存,2021-04-20 22:09:01,Null,Null,Null,True,1128953484665,True,面膜,化妆品净含量:10片,MEDIHEAL/美迪惠尔韩国可莱丝NMF水库面膜10片补水保湿男女面膜,tmall,https://detail.tmall.com/item.htm?id=599140277992&ns=1&abbucket=6
28,少***3,物流速度快，产品非常好，下次还来,2021-04-17 15:38:17,Null,Null,Null,True,1129799035816,False,面膜,化妆品净含量:10片,MEDIHEAL/美迪惠尔韩国可莱丝NMF水库面膜10片补水保湿男女面膜,tmall,https://detail.tmall.com/item.htm?id=599140277992&ns=1&abbucket=6
29,烟***然,一直用这款面膜，性价比高,2021-04-25 09:32:59,Null,Null,Null,True,1129924249522,True,面膜,化妆品净含量:10片,MEDIHEAL/美迪惠尔韩国可莱丝NMF水库面膜10片补水保湿男女面膜,tmall,https://detail.tmall.com/item.htm?id=599140277992&ns=1&abbucket=6
30,r***沐,回购品，补个水够用了,2021-04-18 00:48:03,Null,Null,Null,True,1129010601843,False,面膜,化妆品净含量:10片,MEDIHEAL/美迪惠尔韩国可莱丝NMF水库面膜10片补水保湿男女面膜,tmall,https://detail.tmall.com/item.htm?id=599140277992&ns=1&abbucket=6
31,以***y,还不错，送了正品，挺便宜，发货也快,2021-04-16 08:32:28,Null,Null,Null,True,1128344968114,False,面膜,化妆品净含量:10片,MEDIHEAL/美迪惠尔韩国可莱丝NMF水库面膜10片补水保湿男女面膜,tmall,https://detail.tmall.com/item.htm?id=599140277992&ns=1&abbucket=6
32,苏***呀,太好啦，速度快,2021-04-20 19:24:21,Null,Null,Null,True,1130214967579,False,面膜,化妆品净含量:10片,MEDIHEAL/美迪惠尔韩国可莱丝NMF水库面膜10片补水保湿男女面膜,tmall,https://detail.tmall.com/item.htm?id=599140277992&ns=1&abbucket=6
33,t***0,非常好用,2021-04-24 20:56:07,Null,Null,Null,True,1130734723361,False,面膜,化妆品净含量:10片,MEDIHEAL/美迪惠尔韩国可莱丝NMF水库面膜10片补水保湿男女面膜,tmall,https://detail.tmall.com/item.htm?id=599140277992&ns=1&abbucket=6
34,千***猫,此用户没有填写评论!,2020-11-20 20:50:45,每次收货都是非常愉快的，可是只要一想到还要给评价，头就大了。幸好万能的网友总结出来一套通用的网购模板，如果你是想看评论决定买不买这个宝贝，你可以打住了。因为我说的你不一定信，但是我自己却坚定不移的要给好评，为啥呢?我来评价下这个宝贝，价格不错，质量不错，快递不错，老板不错。,2021-05-04 14:23:29,179,True,1131041277786,True,面膜,化妆品净含量:10片,MEDIHEAL/美迪惠尔韩国可莱丝NMF水库面膜10片补水保湿男女面膜,tmall,https://detail.tmall.com/item.htm?id=599140277992&ns=1&abbucket=6
35,华***钦,很好用，以前用过很多很多次，换过几款，最后还是这个好用,2021-04-18 12:03:32,Null,Null,Null,True,1129047593782,False,面膜,化妆品净含量:10片,MEDIHEAL/美迪惠尔韩国可莱丝NMF水库面膜10片补水保湿男女面膜,tmall,https://detail.tmall.com/item.htm?id=599140277992&ns=1&abbucket=6
36,不***w,整体评价：当日下单次日就可以送达省时省力 快递员提前电话联系送货上门态度很好的天猫超市购物质量有保证 肤质改善情况：坚持使用可有效改善皮肤干燥缺水的问题 吸收效果：面膜轻薄透气 精华液可完全被皮肤轻松吸收！ 保湿效果：用后皮肤水润光滑 保湿补水💦一整天的时间 我的肤质：到了换季的时候皮肤就会出现干燥缺水现象 用了这款面膜肌肤问题明显好转 会继续回购的一款面膜,2021-04-11 17:45:20,Null,Null,Null,True,1127791616489,False,面膜,化妆品净含量:10片,MEDIHEAL/美迪惠尔韩国可莱丝NMF水库面膜10片补水保湿男女面膜,tmall,https://detail.tmall.com/item.htm?id=599140277992&ns=1&abbucket=6
37,1***i,我不明白为什么买来的面膜是被拆开过的，里面有一个防伪的磁铁，贴上去也没有变色，本来很相信天猫超市，现在觉得是不是就仗着消费者找不到客服，随便发货啊？东西有没有一点保障？,2021-05-10 12:44:41,Null,Null,Null,True,1132700071240,False,面膜,化妆品净含量:10片,MEDIHEAL/美迪惠尔韩国可莱丝NMF水库面膜10片补水保湿男女面膜,tmall,https://detail.tmall.com/item.htm?id=599140277992&ns=1&abbucket=6
38,锦***6,赠送的睡眠面膜很好用，用完会回购,2021-04-09 15:43:28,Null,Null,Null,True,1128389982253,False,面膜,化妆品净含量:10片,MEDIHEAL/美迪惠尔韩国可莱丝NMF水库面膜10片补水保湿男女面膜,tmall,https://detail.tmall.com/item.htm?id=599140277992&ns=1&abbucket=6
39,阳***4,面膜纸很服帖，补水很不错，精华液很多,2021-04-04 21:13:11,Null,Null,Null,True,1127791218848,False,面膜,化妆品净含量:10片,MEDIHEAL/美迪惠尔韩国可莱丝NMF水库面膜10片补水保湿男女面膜,tmall,https://detail.tmall.com/item.htm?id=599140277992&ns=1&abbucket=6
