index,用户昵称,初评,初评日期,追评,追评日期,追评天数,是否有用,用户id,超级会员,产品,类别,标题,平台,商品链接
1,想***中,山东博士面膜返图来啦～ 没想到发货超快的，支付完成后当天就顺丰发出，很快就来到我身边啦～ 原以为山东博士是注重产品成分细节欠缺的粗糙直男，没想到各种细节满满 跟着憨晗的团就是优惠➕赠品多多 今天也要当精致女孩鸭🧚&zwj;♀️,2021-05-11 21:22:13,Null,Null,Null,True,1131587248393,False,面膜,化妆品净含量:5片,Dr.Alva瑷尔博士熬夜绷带面膜 补水保湿紧致 舒缓修护男女正品,tmall,https://detail.tmall.com/item.htm?id=637521648898&ns=1&abbucket=6
2,倓***恋,保湿效果：保湿效果挺好的 整体评价：感觉还可以就是有点偏贵 肤质改善情况：刚开始用，保湿效果不错目前没发现改善毕竟不会有那么明显的效果 吸收效果：吸收挺好的 我的肤质：混油皮,2021-05-12 17:57:56,Null,Null,Null,True,1132586482638,False,面膜,化妆品净含量:5片,Dr.Alva瑷尔博士熬夜绷带面膜 补水保湿紧致 舒缓修护男女正品,tmall,https://detail.tmall.com/item.htm?id=637521648898&ns=1&abbucket=6
3,菊***r,跟着彩虹团入的啦。一片均价大概15.9。划算。主打修复熬夜脸。我不熬夜，但是补水锁水效果良好，最重要后续护肤第二天起来皮肤会发亮。服务态度一直特别好,2021-05-14 14:47:28,Null,Null,Null,True,1132359241935,True,面膜,化妆品净含量:5片,Dr.Alva瑷尔博士熬夜绷带面膜 补水保湿紧致 舒缓修护男女正品,tmall,https://detail.tmall.com/item.htm?id=637521648898&ns=1&abbucket=6
4,莹***0,此用户没有填写评论!,2021-05-11 18:00:27,这个是真的好，材料和做工都特别精致，做工真的非常棒，我觉着我可以推荐给我朋友买,2021-05-12 11:57:48,0,True,1132461966759,True,面膜,化妆品净含量:5片,Dr.Alva瑷尔博士熬夜绷带面膜 补水保湿紧致 舒缓修护男女正品,tmall,https://detail.tmall.com/item.htm?id=637521648898&ns=1&abbucket=6
5,伍***7,膜布很厚实，贴上去也不会掉，而且贴合度也很好，很满意。,2021-05-14 12:15:06,Null,Null,Null,True,1131892156216,True,面膜,化妆品净含量:5片,Dr.Alva瑷尔博士熬夜绷带面膜 补水保湿紧致 舒缓修护男女正品,tmall,https://detail.tmall.com/item.htm?id=637521648898&ns=1&abbucket=6
6,5***t,此用户没有填写评论!,2021-05-10 19:32:21,这个绷带面膜太太太好用了，用完皮肤好嫩，感觉和sk2前男友效果差不多呀，这性价比，我真的爱了~ 希望瑷尔博士多出这些高科技产品，真的好棒呀,2021-05-10 19:36:05,0,True,1132757839085,True,面膜,化妆品净含量:5片,Dr.Alva瑷尔博士熬夜绷带面膜 补水保湿紧致 舒缓修护男女正品,tmall,https://detail.tmall.com/item.htm?id=637521648898&ns=1&abbucket=6
7,v***7,这次买的多赠的也多，奈斯！,2021-05-12 17:24:36,Null,Null,Null,True,1132994771145,True,面膜,化妆品净含量:5片,Dr.Alva瑷尔博士熬夜绷带面膜 补水保湿紧致 舒缓修护男女正品,tmall,https://detail.tmall.com/item.htm?id=637521648898&ns=1&abbucket=6
8,大***i,怎么说呢 功效没有啥感觉 不过舒服还是蛮舒服的 蛮服帖的 反正我只要保湿就可以了,2021-05-13 10:00:59,Null,Null,Null,True,1132644526511,True,面膜,化妆品净含量:5片,Dr.Alva瑷尔博士熬夜绷带面膜 补水保湿紧致 舒缓修护男女正品,tmall,https://detail.tmall.com/item.htm?id=637521648898&ns=1&abbucket=6
9,j***2,精华液超多啊，提拉的设计很有趣，也很贴合，膜布是防反吸的，很用心了啊，包装盒环保设计，赞一个！,2021-05-13 23:41:02,Null,Null,Null,True,1132293033617,True,面膜,化妆品净含量:5片,Dr.Alva瑷尔博士熬夜绷带面膜 补水保湿紧致 舒缓修护男女正品,tmall,https://detail.tmall.com/item.htm?id=637521648898&ns=1&abbucket=6
10,t***4,还行吧，暂时没发现有什么神奇的效果，补水方面还是可以的,2021-05-14 20:35:25,Null,Null,Null,True,1133270143783,False,面膜,化妆品净含量:5片,Dr.Alva瑷尔博士熬夜绷带面膜 补水保湿紧致 舒缓修护男女正品,tmall,https://detail.tmall.com/item.htm?id=637521648898&ns=1&abbucket=6
11,任***源,从阿花花酱那里种草的，用着还是挺不错的，面膜纸很服帖也很水润，送的精华也很好用。,2021-05-12 19:52:35,Null,Null,Null,True,1132599250017,True,面膜,化妆品净含量:5片,Dr.Alva瑷尔博士熬夜绷带面膜 补水保湿紧致 舒缓修护男女正品,tmall,https://detail.tmall.com/item.htm?id=637521648898&ns=1&abbucket=6
12,x***g,已经是回购的面膜了，服帖滋润，瑷尔博士是所有的品牌当中对女性消费者最关心的品牌，有遮挡个人信息的贴纸，也有护肤品使用标签。,2021-05-11 15:03:07,Null,Null,Null,True,1132437274482,True,面膜,化妆品净含量:5片,Dr.Alva瑷尔博士熬夜绷带面膜 补水保湿紧致 舒缓修护男女正品,tmall,https://detail.tmall.com/item.htm?id=637521648898&ns=1&abbucket=6
13,y***4,老粉了 刷新了我对国货的偏见  长期支持 再次回购 希望出更多好产品,2021-05-13 23:34:34,Null,Null,Null,True,1132743578627,True,面膜,化妆品净含量:5片,Dr.Alva瑷尔博士熬夜绷带面膜 补水保湿紧致 舒缓修护男女正品,tmall,https://detail.tmall.com/item.htm?id=637521648898&ns=1&abbucket=6
14,裹***人,么么晗推荐 必须好特好,2021-05-13 00:13:52,Null,Null,Null,True,1132171601301,False,面膜,化妆品净含量:5片,Dr.Alva瑷尔博士熬夜绷带面膜 补水保湿紧致 舒缓修护男女正品,tmall,https://detail.tmall.com/item.htm?id=637521648898&ns=1&abbucket=6
