index,用户昵称,初评,初评日期,追评,追评日期,追评天数,是否有用,用户id,超级会员,产品,类别,标题,平台,商品链接
1,b***7,保湿效果：玉泽的成分是非常安全，甚至 你做完激光项目后就可以大胆放心使用的产品。特别推崇绿色款，洗面乳和保湿，面膜。皮肤要做减法，而不是做加法。现在我的皮肤就是之擦防晒，基本不化妆，但是底子特好。,2021-05-09 06:54:36,超级好用，买了一箱囤货。整个夏天需要做好防晒，其他的都不需要浓妆艳抹的。,2021-05-09 06:57:22,0,True,1132120562382,False,面膜,化妆品净含量:6片,玉泽积雪草修护干面膜 玻尿酸补水保湿修护肌肤屏障男女,tmall,https://detail.tmall.com/item.htm?id=577450003176&ns=1&abbucket=6
2,头***3,客服光致耐心解答，值得点赞。面膜之前试用过肤感不错，趁着55购物节囤两盒。,2021-05-04 15:20:09,Null,Null,Null,True,1131908003641,False,面膜,化妆品净含量:6片,玉泽积雪草修护干面膜 玻尿酸补水保湿修护肌肤屏障男女,tmall,https://detail.tmall.com/item.htm?id=577450003176&ns=1&abbucket=6
3,林***l,很不错，在皮肤状态好时维稳不错，过敏的时候还是要及时就医，护肤品不能当药品用，回购多次了，洗完澡来一张，挺不错的，虽然没啥美白之类的特别功效，但是补水效果很好,2021-05-04 22:37:28,Null,Null,Null,True,1131958531671,False,面膜,化妆品净含量:6片,玉泽积雪草修护干面膜 玻尿酸补水保湿修护肌肤屏障男女,tmall,https://detail.tmall.com/item.htm?id=577450003176&ns=1&abbucket=6
4,想***样,我是干敏肌，这款用起来很湿润也无刺痛感，相当不错,2021-05-13 20:58:35,Null,Null,Null,True,1131832184747,True,面膜,化妆品净含量:6片,玉泽积雪草修护干面膜 玻尿酸补水保湿修护肌肤屏障男女,tmall,https://detail.tmall.com/item.htm?id=577450003176&ns=1&abbucket=6
5,0***0,非常温和又补水，第二天起来皮肤很润不油腻。,2021-05-05 18:49:46,Null,Null,Null,True,1130779812528,True,面膜,化妆品净含量:6片,玉泽积雪草修护干面膜 玻尿酸补水保湿修护肌肤屏障男女,tmall,https://detail.tmall.com/item.htm?id=577450003176&ns=1&abbucket=6
6,t***梅,面膜贴完很舒服，不刺激皮肤，非常好用～,2021-05-12 10:41:43,Null,Null,Null,True,1132075145298,False,面膜,化妆品净含量:6片,玉泽积雪草修护干面膜 玻尿酸补水保湿修护肌肤屏障男女,tmall,https://detail.tmall.com/item.htm?id=577450003176&ns=1&abbucket=6
7,斯***雪,过敏脸用着感觉有舒缓作用，也没有刺激感，对痘痘也有点效果，就是痘痘还在但没那么疼了，感觉有点消炎作用的,2021-05-14 13:00:46,Null,Null,Null,True,1132795270078,True,面膜,化妆品净含量:6片,玉泽积雪草修护干面膜 玻尿酸补水保湿修护肌肤屏障男女,tmall,https://detail.tmall.com/item.htm?id=577450003176&ns=1&abbucket=6
8,摇***豆,整体评价：非常喜欢，敏感时期离不开的一款面膜 肤质改善情况：有减轻皮肤敏感的效果，状态不好连敷几次就会缓解 吸收效果：蛮好，不用洗掉也很清爽 我的肤质：混干轻敏,2021-05-02 15:26:03,Null,Null,Null,True,1130814305811,True,面膜,化妆品净含量:6片,玉泽积雪草修护干面膜 玻尿酸补水保湿修护肌肤屏障男女,tmall,https://detail.tmall.com/item.htm?id=577450003176&ns=1&abbucket=6
9,痴***n,什么垃圾面料 眼睛嘴巴这么大 怎么敷？ 这是什么魔鬼面膜？太不值了 太差了,2021-05-13 22:57:00,Null,Null,Null,True,1131843976150,True,面膜,化妆品净含量:6片,玉泽积雪草修护干面膜 玻尿酸补水保湿修护肌肤屏障男女,tmall,https://detail.tmall.com/item.htm?id=577450003176&ns=1&abbucket=6
10,凌***一,之前皮肤科医生推荐了玉泽的屏障乳，在淘宝买的时候送了这个面膜，烂脸的时候很有帮助,2021-05-13 10:13:56,Null,Null,Null,True,1131748340159,True,面膜,化妆品净含量:6片,玉泽积雪草修护干面膜 玻尿酸补水保湿修护肌肤屏障男女,tmall,https://detail.tmall.com/item.htm?id=577450003176&ns=1&abbucket=6
